期間,中東_原始值,中東_年增率(%),中東_原始值,中東_年增率(%),中東_原始值,中東_年增率(%),中東_原始值,中東_年增率(%),阿富汗_原始值,阿富汗_年增率(%),阿富汗_原始值,阿富汗_年增率(%),阿富汗_原始值,阿富汗_年增率(%),阿富汗_原始值,阿富汗_年增率(%),巴林_原始值,巴林_年增率(%),巴林_原始值,巴林_年增率(%),巴林_原始值,巴林_年增率(%),巴林_原始值,巴林_年增率(%),塞普勒斯_原始值,塞普勒斯_年增率(%),塞普勒斯_原始值,塞普勒斯_年增率(%),塞普勒斯_原始值,塞普勒斯_年增率(%),塞普勒斯_原始值,塞普勒斯_年增率(%),伊朗_原始值,伊朗_年增率(%),伊朗_原始值,伊朗_年增率(%),伊朗_原始值,伊朗_年增率(%),伊朗_原始值,伊朗_年增率(%),伊拉克_原始值,伊拉克_年增率(%),伊拉克_原始值,伊拉克_年增率(%),伊拉克_原始值,伊拉克_年增率(%),伊拉克_原始值,伊拉克_年增率(%),以色列_原始值,以色列_年增率(%),以色列_原始值,以色列_年增率(%),以色列_原始值,以色列_年增率(%),以色列_原始值,以色列_年增率(%),約旦_原始值,約旦_年增率(%),約旦_原始值,約旦_年增率(%),約旦_原始值,約旦_年增率(%),約旦_原始值,約旦_年增率(%),科威特_原始值,科威特_年增率(%),科威特_原始值,科威特_年增率(%),科威特_原始值,科威特_年增率(%),科威特_原始值,科威特_年增率(%),黎巴嫩_原始值,黎巴嫩_年增率(%),黎巴嫩_原始值,黎巴嫩_年增率(%),黎巴嫩_原始值,黎巴嫩_年增率(%),黎巴嫩_原始值,黎巴嫩_年增率(%),阿曼_原始值,阿曼_年增率(%),阿曼_原始值,阿曼_年增率(%),阿曼_原始值,阿曼_年增率(%),阿曼_原始值,阿曼_年增率(%),卡達_原始值,卡達_年增率(%),卡達_原始值,卡達_年增率(%),卡達_原始值,卡達_年增率(%),卡達_原始值,卡達_年增率(%),沙烏地阿拉伯_原始值,沙烏地阿拉伯_年增率(%),沙烏地阿拉伯_原始值,沙烏地阿拉伯_年增率(%),沙烏地阿拉伯_原始值,沙烏地阿拉伯_年增率(%),沙烏地阿拉伯_原始值,沙烏地阿拉伯_年增率(%),敘利亞_原始值,敘利亞_年增率(%),敘利亞_原始值,敘利亞_年增率(%),敘利亞_原始值,敘利亞_年增率(%),敘利亞_原始值,敘利亞_年增率(%),土耳其_原始值,土耳其_年增率(%),土耳其_原始值,土耳其_年增率(%),土耳其_原始值,土耳其_年增率(%),土耳其_原始值,土耳其_年增率(%),阿拉伯聯合大公國_原始值,阿拉伯聯合大公國_年增率(%),阿拉伯聯合大公國_原始值,阿拉伯聯合大公國_年增率(%),阿拉伯聯合大公國_原始值,阿拉伯聯合大公國_年增率(%),阿拉伯聯合大公國_原始值,阿拉伯聯合大公國_年增率(%),葉門_原始值,葉門_年增率(%),葉門_原始值,葉門_年增率(%),葉門_原始值,葉門_年增率(%),葉門_原始值,葉門_年增率(%)
2013M09,"17,548",5.93,"589,053",5.57,"106,678",3.30,"3,569,031",2.96,3,50.00,88,37.50,0,-,0,-,79,-45.14,"2,660",-45.20,197,-14.35,"6,588",-14.57,47,-45.35,"1,568",-45.93,2,-33.33,61,-34.41,"2,296",64.59,"77,073",64.00,621,-23.62,"20,770",-23.88,79,6.76,"2,638",5.14,"6,187",-8.71,"206,982",-9.01,"1,377",0.07,"46,239",-0.20,"1,752",9.91,"58,628",9.55,821,53.75,"27,575",53.25,225,-25.74,"7,530",-25.99,496,15.62,"16,649",15.31,"23,565",35.58,"788,381",35.13,226,-12.06,"7,596",-12.16,7,-50.00,241,-48.39,322,-42.29,"10,811",-42.51,"1,903",-71.62,"63,670",-71.71,210,59.09,"7,066",59.22,"15,684",8.05,"524,731",7.69,"3,818",2.77,"128,171",2.42,"42,423",-5.42,"1,419,304",-5.74,78,-8.24,"2,606",-8.75,-,-,-,-,"3,866",18.81,"129,775",18.42,568,-0.35,"19,000",-0.71,"3,704",-15.78,"124,330",-16.07,"13,542",62.47,"453,072",61.94,124,-2.36,"4,154",-3.17,2,-99.83,74,-99.81
2013M10,"16,756",-1.49,"570,325",-1.98,"101,384",-10.72,"3,439,078",-11.17,1,-,21,31.25,0,-,4,300.00,162,-4.71,"5,502",-5.46,184,-91.75,"6,237",-91.79,56,-51.72,"1,911",-51.72,3,-88.46,88,-89.92,"2,186",65.73,"74,391",64.90,639,-46.21,"21,667",-46.52,92,70.37,"3,139",69.13,"6,349",-52.20,"215,353",-52.45,"1,305",-8.03,"44,422",-8.50,"1,522",-2.50,"51,634",-3.01,895,25.70,"30,475",25.17,67,-70.87,"2,283",-70.92,554,20.43,"18,847",19.72,"18,834",16.17,"638,877",15.57,233,27.32,"7,943",26.88,7,-79.41,226,-80.23,452,-20.84,"15,399",-21.10,"6,904",-16.11,"234,204",-16.53,208,11.23,"7,067",10.32,"10,243",-31.97,"347,463",-32.31,"2,747",-40.90,"93,490",-41.20,"37,608",-6.17,"1,275,716",-6.65,143,95.89,"4,867",95.46,-,-,-,-,"4,003",18.22,"136,257",17.64,455,16.97,"15,422",16.18,"3,621",0.14,"123,235",-0.37,"18,553",23.65,"629,332",23.02,98,3.16,"3,334",2.46,17,-46.88,571,-47.95
2013M11,"17,701",24.30,"602,063",23.16,"96,866",-16.75,"3,283,582",-17.52,2,-50.00,70,-53.64,0,-,2,-,174,6.75,"5,906",5.80,252,-10.32,"8,534",-11.29,81,32.79,"2,763",32.26,0,-100.00,14,-91.62,"2,220",136.93,"75,514",134.67,"7,321",3.14,"248,184",2.20,119,98.33,"4,050",97.27,-,-,-,-,"1,424",13.74,"48,420",12.70,"2,449",56.69,"83,021",55.21,799,21.24,"27,163",20.13,100,143.90,"3,399",142.27,477,10.93,"16,238",10.07,"25,068",-5.48,"849,768",-6.34,203,3.57,"6,905",2.83,6,-68.42,203,-68.67,391,0.77,"13,296",-0.15,413,-96.93,"14,005",-96.96,205,0.00,"6,978",-1.08,"11,044",28.15,"374,370",26.97,"3,864",17.48,"131,427",16.42,"43,024",10.77,"1,458,457",9.76,139,54.44,"4,742",52.67,-,-,-,-,"3,926",26.93,"133,530",25.78,387,1.31,"13,109",0.37,"3,599",8.80,"122,410",7.79,"6,751",-3.16,"228,860",-4.03,75,-28.57,"2,564",-29.19,49,157.89,"1,654",154.07
2013M12,"19,052",23.26,"644,736",21.04,"114,111",7.83,"3,848,601",5.90,2,0.00,78,25.81,0,-,1,-83.33,216,37.58,"7,293",34.83,"1,100",384.58,"37,113",375.20,60,-32.58,"2,031",-33.82,2,-33.33,62,-34.04,"2,083",99.90,"70,501",96.36,"5,801",756.87,"195,639",741.60,106,116.33,"3,591",110.74,"12,054",98.98,"406,532",95.40,"1,650",14.50,"55,827",12.46,"2,362",45.62,"79,654",42.99,667,22.16,"22,571",20.01,68,-69.91,"2,304",-70.31,666,34.00,"22,552",31.57,"26,452",40.34,"892,143",37.84,241,18.72,"8,145",16.29,4,33.33,135,14.41,634,128.88,"21,467",124.88,"10,045",-48.36,"338,788",-49.28,329,46.22,"11,137",43.67,"11,820",-25.63,"398,662",-26.96,"3,693",14.16,"124,980",12.11,"33,632",1.77,"1,134,290",-0.05,102,32.47,"3,442",29.25,2,-33.33,58,-45.28,"4,207",15.32,"142,368",13.24,398,-34.11,"13,433",-35.24,"4,305",13.26,"145,674",11.23,"10,335",12.98,"348,565",10.96,91,-45.83,"3,063",-47.19,36,227.27,"1,218",232.79
2014M01,"17,905",14.75,"596,836",10.74,"101,019",-14.43,"3,367,304",-17.14,2,0.00,63,-16.00,0,--,2,-50.00,124,-29.14,"4,133",-31.78,707,288.46,"23,577",276.69,60,-4.76,"1,997",-8.73,4,-63.64,132,-66.07,"2,242",162.53,"74,735",153.21,905,-87.91,"30,150",-88.30,103,18.39,"3,418",13.37,"12,706",111.03,"423,547",104.34,"1,571",18.30,"52,356",14.10,"3,948",39.65,"131,604",35.25,687,-12.48,"22,905",-15.48,165,-29.18,"5,489",-31.61,446,2.29,"14,879",-1.26,"15,225",-42.65,"507,506",-44.46,236,11.85,"7,873",8.25,7,-79.41,240,-79.59,447,-0.45,"14,902",-3.91,222,-98.26,"7,407",-98.32,254,-3.05,"8,456",-6.45,"14,436",-8.81,"481,192",-11.70,"3,659",-12.09,"121,966",-15.16,"38,757",10.74,"1,291,915",7.24,111,126.53,"3,700",117.52,-,-,-,-,"4,192",23.91,"139,732",19.59,480,11.89,"15,986",8.28,"3,684",13.25,"122,805",9.30,"12,623",18.61,"420,761",14.85,86,-16.50,"2,870",-19.40,834,"2,506.25","27,796","2,415.48"
2014M02,"16,754",5.52,"553,302",2.49,"102,476",-4.14,"3,384,270",-6.57,3,50.00,109,67.69,0,--,0,--,139,-6.08,"4,588",-8.59,"1,148",426.61,"37,926",414.04,39,-54.65,"1,284",-56.13,9,80.00,310,80.23,"1,666",125.75,"55,017",119.21,869,274.57,"28,686",265.24,76,111.11,"2,518",106.73,"25,062",105.70,"827,668",100.46,"1,139",8.89,"37,607",5.78,"1,641",-27.33,"54,206",-29.17,508,-24.18,"16,764",-26.40,62,-46.09,"2,038",-47.65,372,-7.00,"12,278",-9.63,"13,372",-29.29,"441,613",-31.09,160,-13.98,"5,279",-16.41,11,-26.67,372,-27.49,421,10.79,"13,910",7.75,"6,725",-40.08,"222,088",-41.61,183,5.78,"6,033",2.41,"10,068",-43.14,"332,511",-44.59,"4,734",-27.70,"156,352",-29.77,"32,696",-11.09,"1,079,798",-13.35,46,100.00,"1,523",90.85,-,-,-,-,"3,651",22.76,"120,589",19.24,434,32.32,"14,347",29.07,"3,543",47.99,"116,998",43.73,"10,356",50.02,"341,996",46.20,74,-1.33,"2,453",-4.10,22,0.00,711,-4.44
2014M03,"22,434",-13.45,"739,911",-15.42,"126,492",8.98,"4,171,904",6.86,3,--,94,944.44,0,--,2,100.00,234,20.62,"7,726",18.19,165,-91.75,"5,429",-91.94,60,-45.95,"1,993",-46.85,12,100.00,401,87.38,"1,959",39.83,"64,627",36.69,678,42.14,"22,362",39.25,95,48.44,"3,149",46.40,"12,717",106.38,"419,439",102.38,"1,655",12.51,"54,597",9.94,"2,275",12.23,"75,027",10.05,893,22.33,"29,449",19.61,319,45.00,"10,517",42.26,526,-5.23,"17,348",-7.43,"24,815",3.40,"818,423",1.38,297,-86.20,"9,805",-86.50,0,-100.00,9,-98.52,511,4.50,"16,854",2.05,"13,512",80.18,"445,653",76.69,331,24.44,"10,906",21.29,"11,074",-23.71,"365,250",-25.19,"6,615",-14.36,"218,184",-16.30,"46,379",8.61,"1,529,659",6.50,109,60.29,"3,595",57.68,0,-,0,-,"4,496",7.38,"148,276",4.93,439,-12.72,"14,468",-14.42,"4,541",-29.19,"149,772",-30.80,"13,309",-16.42,"438,943",-18.05,106,12.77,"3,488",9.89,798,"4,100.00","26,320","4,124.72"
2014M04,"25,506",22.89,"841,231",20.86,"99,467",-5.24,"3,280,573",-6.49,2,-50.00,63,-48.36,0,--,1,-80.00,197,-19.59,"6,493",-20.89,"3,022",223.21,"99,661",218.96,52,-11.86,"1,726",-13.09,6,100.00,211,115.31,"2,280",57.89,"75,201",55.35,410,-94.09,"13,528",-94.17,97,53.97,"3,195",51.14,"6,222",1.07,"205,211",-0.27,"1,613",6.26,"53,193",4.50,"1,366",-50.36,"45,063",-51.00,969,14.54,"31,975",12.75,127,62.82,"4,177",60.84,616,-15.50,"20,305",-16.90,"18,684",59.47,"616,242",57.38,225,-11.07,"7,414",-12.71,6,-76.92,193,-77.74,490,-3.16,"16,170",-4.66,"10,501",10.28,"346,335",8.82,322,-1.23,"10,628",-2.75,"11,353",-25.41,"374,433",-26.40,"8,757",136.80,"288,816",132.91,"32,110",-24.27,"1,059,039",-25.26,159,78.65,"5,239",75.69,4,--,124,"1,966.67","4,951",16.91,"163,295",14.97,363,-21.43,"11,960",-22.48,"4,668",-29.34,"153,947",-30.51,"13,509",54.69,"445,547",52.64,107,-21.32,"3,514",-22.84,"1,784","7,036.00","58,850","6,905.95"
2014M05,"22,484",10.04,"744,981",8.07,"76,478",-18.91,"2,534,055",-20.09,1,0.00,45,87.50,0,--,0,-100.00,180,-10.00,"5,969",-11.73,415,111.73,"13,761",108.31,59,-45.87,"1,960",-46.91,2,-84.62,69,-84.39,"2,199",50.93,"72,875",48.21,682,-36.20,"22,584",-37.15,121,49.38,"4,016",47.00,"5,971",-,"197,857",-,"1,608",-3.48,"53,275",-5.22,"1,038",-63.69,"34,402",-64.21,988,13.43,"32,736",11.43,110,-59.11,"3,635",-59.83,643,0.63,"21,297",-1.23,"12,267",-51.30,"406,445",-52.01,269,-0.74,"8,903",-2.65,14,0.00,459,-4.18,520,-5.28,"17,229",-7.06,"6,802",-35.41,"225,376",-36.36,295,0.34,"9,782",-1.41,"13,372",-8.10,"443,074",-9.44,"6,695",65.84,"221,848",62.87,"25,721",-6.78,"852,262",-8.14,175,60.55,"5,791",57.28,0,-100.00,10,-61.54,"3,917",-11.76,"129,794",-13.32,338,9.03,"11,186",7.43,"4,721",-15.52,"156,429",-17.03,"8,275",-15.96,"274,195",-17.18,91,-23.53,"3,031",-24.62,"1,471",-21.46,"48,739",-22.61
2014M06,"21,187",7.89,"705,066",6.99,"94,376",-15.61,"3,140,645",-16.03,3,50.00,96,45.45,0,--,0,-100.00,204,-0.97,"6,804",-1.49,247,-39.76,"8,215",-40.14,73,32.73,"2,415",30.61,7,0.00,229,-3.78,"2,272",57.34,"75,593",56.03,"1,040",-2.89,"34,601",-3.42,111,158.14,"3,697",158.35,-,-,-,-,"1,600",5.54,"53,257",4.65,"2,048",20.33,"68,168",19.78,831,40.61,"27,647",39.48,96,24.68,"3,188",24.34,694,2.06,"23,079",1.08,"16,245",22.59,"540,601",21.97,227,-19.79,"7,570",-20.17,7,-82.50,223,-83.52,476,16.67,"15,830",15.72,"13,201",36.60,"439,297",35.92,359,50.21,"11,947",49.13,"11,594",-51.66,"385,816",-51.90,"5,066",-13.81,"168,572",-14.54,"37,252",-15.65,"1,239,667",-16.07,106,0.95,"3,522",0.34,3,200.00,93,116.28,"4,624",13.36,"153,867",12.40,413,20.06,"13,747",19.59,"4,448",11.45,"148,031",10.54,"11,452",1.46,"381,107",0.96,94,-20.34,"3,140",-20.73,770,"5,823.08","25,629","5,987.65"
2014M07,"19,927",4.50,"665,358",4.58,"112,536",16.86,"3,757,450",17.33,1,--,27,575.00,0,--,0,--,218,80.17,"7,274",79.83,198,-68.42,"6,621",-68.26,45,-57.14,"1,500",-57.01,10,400.00,336,314.81,"2,658",58.40,"88,746",58.55,343,-70.33,"11,447",-70.23,60,-42.31,"1,998",-42.29,"12,899",126.78,"430,689",127.68,"1,638",-0.49,"54,697",-0.40,"1,460",-15.46,"48,736",-15.12,731,-11.71,"24,407",-11.65,147,98.65,"4,894",98.54,584,-21.19,"19,512",-21.05,"17,779",20.97,"593,624",21.45,272,-13.65,"9,078",-13.63,7,-76.67,238,-76.44,392,4.26,"13,089",4.19,"5,595",-41.48,"186,809",-41.25,317,-12.43,"10,597",-12.33,"13,661",-23.00,"456,131",-22.69,"4,255",4.73,"142,078",4.80,"38,673",19.13,"1,291,248",19.61,80,-9.09,"2,661",-9.52,3,200.00,88,95.56,"4,287",-5.53,"143,153",-5.46,418,4.76,"13,962",5.30,"4,262",6.63,"142,307",6.72,"20,069",65.63,"670,069",66.29,127,19.81,"4,228",19.07,"1,275","6,983.33","42,557","7,100.85"
