期間,大洋洲_原始值,大洋洲_年增率(%),大洋洲_原始值,大洋洲_年增率(%),大洋洲_原始值,大洋洲_年增率(%),大洋洲_原始值,大洋洲_年增率(%),澳大利亞_原始值,澳大利亞_年增率(%),澳大利亞_原始值,澳大利亞_年增率(%),澳大利亞_原始值,澳大利亞_年增率(%),澳大利亞_原始值,澳大利亞_年增率(%),斐濟_原始值,斐濟_年增率(%),斐濟_原始值,斐濟_年增率(%),斐濟_原始值,斐濟_年增率(%),斐濟_原始值,斐濟_年增率(%),吉里巴斯_原始值,吉里巴斯_年增率(%),吉里巴斯_原始值,吉里巴斯_年增率(%),吉里巴斯_原始值,吉里巴斯_年增率(%),吉里巴斯_原始值,吉里巴斯_年增率(%),馬爾地夫_原始值,馬爾地夫_年增率(%),馬爾地夫_原始值,馬爾地夫_年增率(%),馬爾地夫_原始值,馬爾地夫_年增率(%),馬爾地夫_原始值,馬爾地夫_年增率(%),諾魯_原始值,諾魯_年增率(%),諾魯_原始值,諾魯_年增率(%),諾魯_原始值,諾魯_年增率(%),諾魯_原始值,諾魯_年增率(%),紐克里多尼亞_原始值,紐克里多尼亞_年增率(%),紐克里多尼亞_原始值,紐克里多尼亞_年增率(%),紐克里多尼亞_原始值,紐克里多尼亞_年增率(%),紐克里多尼亞_原始值,紐克里多尼亞_年增率(%),紐西蘭_原始值,紐西蘭_年增率(%),紐西蘭_原始值,紐西蘭_年增率(%),紐西蘭_原始值,紐西蘭_年增率(%),紐西蘭_原始值,紐西蘭_年增率(%),巴布亞新幾內亞_原始值,巴布亞新幾內亞_年增率(%),巴布亞新幾內亞_原始值,巴布亞新幾內亞_年增率(%),巴布亞新幾內亞_原始值,巴布亞新幾內亞_年增率(%),巴布亞新幾內亞_原始值,巴布亞新幾內亞_年增率(%),薩摩亞_原始值,薩摩亞_年增率(%),薩摩亞_原始值,薩摩亞_年增率(%),薩摩亞_原始值,薩摩亞_年增率(%),薩摩亞_原始值,薩摩亞_年增率(%),薩摩亞（美屬）_原始值,薩摩亞（美屬）_年增率(%),薩摩亞（美屬）_原始值,薩摩亞（美屬）_年增率(%),薩摩亞（美屬）_原始值,薩摩亞（美屬）_年增率(%),薩摩亞（美屬）_原始值,薩摩亞（美屬）_年增率(%),所羅門島_原始值,所羅門島_年增率(%),所羅門島_原始值,所羅門島_年增率(%),所羅門島_原始值,所羅門島_年增率(%),所羅門島_原始值,所羅門島_年增率(%),大溪地_原始值,大溪地_年增率(%),大溪地_原始值,大溪地_年增率(%),大溪地_原始值,大溪地_年增率(%),大溪地_原始值,大溪地_年增率(%),東加_原始值,東加_年增率(%),東加_原始值,東加_年增率(%),東加_原始值,東加_年增率(%),東加_原始值,東加_年增率(%),吐瓦魯_原始值,吐瓦魯_年增率(%),吐瓦魯_原始值,吐瓦魯_年增率(%),吐瓦魯_原始值,吐瓦魯_年增率(%),吐瓦魯_原始值,吐瓦魯_年增率(%),萬那杜_原始值,萬那杜_年增率(%),萬那杜_原始值,萬那杜_年增率(%),萬那杜_原始值,萬那杜_年增率(%),萬那杜_原始值,萬那杜_年增率(%)
2012M10,"12,004",-14.01,"410,691",-10.59,"27,643",-6.83,"942,456",-3.14,"9,923",-11.12,"339,469",-7.60,"25,268",-7.76,"861,516",-4.12,346,18.49,"11,837",23.33,8,14.29,286,22.75,1,-80.00,50,-66.44,-,-,-,-,12,9.09,418,19.77,5,-50.00,164,-50.00,1,--,27,125.00,-,-,-,-,13,-27.78,449,-22.45,657,70.65,"22,416",77.38,"1,027",-4.91,"35,152",-1.10,"1,608",-6.51,"54,813",-2.83,362,-67.50,"12,393",-66.18,5,-91.67,155,-92.12,8,0.00,265,-4.33,22,-4.35,755,1.34,27,-55.00,925,-53.47,6,100.00,220,134.04,17,70.00,596,73.26,14,180.00,482,180.23,3,50.00,111,38.75,-,-,3,-97.17,8,166.67,276,213.64,-,-,-,-,8,--,267,"2,327.27",-,-,-,-,1,0.00,46,119.05,1,-75.00,20,-84.25
2012M11,"11,114",-14.42,"381,532",-11.70,"21,665",-27.93,"741,202",-25.64,"8,380",-23.64,"287,690",-21.20,"19,821",-28.94,"678,098",-26.68,339,55.50,"11,624",60.04,5,-50.00,160,-51.37,4,300.00,122,269.70,-,-,-,-,11,-15.38,380,-11.01,1,-50.00,34,-55.26,-,-,-,-,-,-,10,--,18,-21.74,609,-21.72,442,-0.23,"15,131",2.97,952,8.06,"32,682",11.55,"1,306",-16.66,"44,683",-13.97,"1,121",86.21,"38,490",92.04,20,-28.57,673,-28.18,11,120.00,361,105.11,46,-33.33,"1,577",-31.52,20,-9.09,701,-6.16,-,-,12,-96.51,12,20.00,426,31.89,-,-,-,-,2,-33.33,73,-36.52,1,-50.00,24,-68.42,7,133.33,242,134.95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,-86.29,2,-66.67,60,-70.00
2012M12,"10,412",8.00,"358,766",12.64,"19,653",-16.07,"674,888",-12.46,"7,439",-0.08,"256,336",4.23,"17,450",-18.46,"599,249",-14.96,212,-23.74,"7,310",-20.34,10,42.86,347,51.53,-,-,-,-,3,-76.92,98,-77.47,11,83.33,365,70.56,5,-28.57,161,-26.15,85,--,"2,938",--,-,-,-,-,21,40.00,735,50.31,629,49.76,"21,595",56.29,"2,020",116.51,"69,612",125.88,"1,407",-4.93,"48,327",-0.81,274,-48.59,"9,453",-46.32,29,52.63,979,57.90,2,-91.30,63,-91.79,58,205.26,"2,001",224.31,50,11.11,"1,719",15.60,11,175.00,387,186.67,18,12.50,618,17.94,16,60.00,546,63.96,3,200.00,98,390.00,-,-,2,-98.13,5,-16.67,172,-10.42,-,-,-,-,-,-,-,-,-,-,-,-,7,250.00,236,210.53,4,100.00,139,172.55
2013M01,"12,983",9.84,"448,457",14.28,"27,349",0.26,"941,436",4.30,"10,866",6.59,"375,341",10.90,"24,521",-2.26,"844,097",1.68,272,5.43,"9,381",9.41,5,-64.29,185,-58.98,4,300.00,130,622.22,-,-,-,-,6,-33.33,211,-25.44,4,-33.33,134,-36.49,1,-,19,-,-,-,-,-,17,-5.56,578,-1.70,598,44.79,"20,599",50.64,966,24.81,"33,357",29.81,"1,997",24.04,"68,733",29.03,520,54.76,"17,950",60.89,25,-67.11,850,-66.36,13,225.00,463,217.12,133,"1,008.33","4,594","1,031.53",30,42.86,"1,053",48.73,9,80.00,321,104.46,24,"2,300.00",836,"2,222.22",13,85.71,439,89.22,2,-71.43,60,-73.09,-,-,-,-,3,200.00,108,227.27,-,-,-,-,-,-,-,-,-,-,-,-,1,0.00,30,-16.67,2,-50.00,71,-40.34
2013M02,"8,903",-9.85,"302,707",-9.25,"19,692",-13.27,"667,304",-12.68,"7,767",13.07,"264,082",13.83,"18,147",-12.29,"614,933",-11.69,205,-3.30,"6,984",-2.66,8,-20.00,276,-19.30,2,0.00,80,1.27,-,-,-,-,5,-28.57,161,-33.74,2,-33.33,74,-27.45,37,-,"1,264",-,0,-,17,-,20,53.85,667,46.59,253,-8.99,"8,584",-8.14,668,-64.07,"22,701",-63.83,"1,220",-21.29,"41,348",-20.74,35,-85.36,"1,189",-85.28,14,-82.28,460,-82.69,2,-75.00,72,-74.29,17,466.67,565,448.54,20,-9.09,666,-10.48,2,-84.62,65,-85.19,2,-66.67,64,-65.96,9,-40.00,306,-39.88,5,-,157,-,-,-,-,-,0,-100.00,11,-91.06,-,-,-,-,0,-,2,-,-,-,-,-,1,-,46,283.33,0,-100.00,0,-100.00
2013M03,"10,429",-15.03,"351,975",-15.46,"20,633",-15.83,"694,012",-16.25,"8,618",-8.84,"290,862",-9.30,"18,305",-18.79,"615,722",-19.20,191,0.53,"6,434",-0.43,19,216.67,625,186.70,1,0.00,30,11.11,-,-,-,-,8,0.00,269,-1.10,6,-25.00,187,-30.74,0,-,1,-85.71,-,-,-,-,23,-30.30,786,-30.38,183,-38.80,"6,162",-39.12,998,-47.78,"33,688",-48.04,"1,962",24.41,"65,991",23.79,227,-18.35,"7,658",-18.71,4,-66.67,138,-64.62,21,133.33,714,140.40,90,"1,700.00","3,035","1,796.88",24,118.18,799,112.50,10,11.11,331,13.36,11,-8.33,364,-8.31,9,28.57,287,28.13,0,-100.00,9,-85.48,-,-,-,-,4,100.00,138,100.00,0,-,0,-,-,-,-,-,-,-,-,-,4,100.00,128,132.73,3,50.00,89,36.92
2013M04,"10,990",-15.69,"368,532",-16.70,"28,666",10.62,"958,100",9.32,"9,080",-2.12,"304,487",-3.28,"26,189",9.89,"875,313",8.61,173,-30.24,"5,811",-31.07,15,0.00,507,-1.55,2,-33.33,63,-46.15,-,-,-,-,10,0.00,340,3.03,5,-16.67,165,-18.72,-,-,-,-,-,-,-,-,14,-12.50,484,-9.02,409,40.55,"13,683",38.98,940,-55.70,"31,535",-56.20,"1,897",12.78,"63,406",11.44,479,-50.97,"16,075",-51.51,35,94.44,"1,174",95.34,3,-70.00,110,-67.26,54,107.69,"1,811",108.16,12,-88.46,386,-89.07,2,-60.00,50,-67.95,4,-42.86,137,-42.44,24,-,787,-,4,0.00,129,-6.52,3,-25.00,91,-33.58,3,200.00,100,112.77,-,-,-,-,-,-,-,-,-,-,-,-,0,-100.00,6,-80.65,1,-83.33,18,-91.47
2013M05,"14,187",38.95,"478,643",37.54,"20,904",-28.49,"702,889",-29.21,"10,279",21.37,"346,808",20.15,"18,060",-32.14,"607,253",-32.83,194,36.62,"6,556",35.09,11,22.22,385,30.95,1,-66.67,35,-65.00,2,-93.33,76,-92.48,5,-58.33,176,-57.79,2,-60.00,56,-67.63,12,-,398,"9,850.00",0,-,1,-50.00,36,56.52,"1,199",55.51,484,0.21,"16,263",-0.97,"1,979",113.25,"66,752",111.17,"2,195",14.86,"73,808",13.69,"1,307",329.93,"44,091",325.59,9,-82.35,306,-82.42,6,-75.00,204,-74.97,84,281.82,"2,834",284.01,36,176.92,"1,200",176.50,4,-73.33,124,-75.59,33,371.43,"1,119",397.33,18,50.00,613,45.26,4,-20.00,141,-23.37,-,-,-,-,1,-50.00,38,-51.90,0,-,0,-100.00,-,-,-,-,-,-,-,-,4,100.00,125,127.27,1,-85.71,18,-92.17
2013M06,"13,460",16.36,"451,667",16.28,"23,846",7.97,"797,514",7.90,"10,835",10.54,"363,590",10.47,"20,711",4.11,"692,667",4.04,191,5.52,"6,419",5.77,2,-75.00,56,-79.18,3,-,99,"4,850.00",-,-,-,-,6,20.00,213,33.96,5,25.00,151,21.77,0,-,1,-,1,-,36,-,27,58.82,914,64.39,671,161.09,"22,443",161.36,"1,147",35.90,"38,496",35.80,"2,280",25.34,"76,271",25.29,970,126.11,"32,555",125.95,52,300.00,"1,724",299.07,8,33.33,252,29.90,76,94.87,"2,552",96.16,38,-9.52,"1,278",-9.23,6,0.00,210,7.69,6,500.00,193,359.52,5,-64.29,162,-66.53,7,133.33,220,129.17,2,-33.33,80,-15.79,5,-,175,-,-,-,-,-,0,-,1,-,-,-,-,-,1,-75.00,43,-66.92,-,-,-,-
2013M07,"10,685",-22.88,"356,531",-23.08,"24,294",-20.40,"807,901",-20.61,"8,880",-22.46,"296,280",-22.67,"21,084",-24.05,"701,172",-24.25,196,-10.91,"6,539",-10.96,15,200.00,511,179.23,0,-100.00,10,-96.73,-,-,-,-,7,-36.36,231,-34.56,3,-50.00,86,-57.00,0,-,0,-,-,-,-,-,21,40.00,686,38.03,553,21.01,"18,379",20.71,"1,156",16.30,"38,584",16.01,"2,495",16.70,"82,965",16.36,44,-94.89,"1,482",-94.86,13,-81.16,418,-81.72,3,-85.71,111,-84.14,93,304.35,"3,091",301.95,20,-35.48,668,-36.14,2,-60.00,53,-69.36,24,140.00,799,130.26,7,-,245,"3,983.33",7,40.00,230,43.75,-,-,-,-,2,-33.33,63,-32.98,1,-,40,-,0,-,1,-,-,-,-,-,2,100.00,61,24.49,1,-66.67,44,-59.63
2013M08,"13,393",43.70,"447,922",44.15,"20,258",-27.21,"675,261",-27.00,"9,928",30.73,"332,042",31.13,"18,369",-26.75,"612,316",-26.53,229,-22.37,"7,652",-22.24,12,-52.00,403,-51.56,0,-100.00,14,-68.18,-,-,-,-,6,-25.00,186,-34.04,0,-,15,87.50,3,-,96,-,-,-,-,-,21,0.00,716,3.77,67,-77.44,"2,247",-77.27,"1,041",9.01,"34,820",9.39,"1,704",-22.97,"56,795",-22.75,"1,699",823.37,"56,816",826.10,16,-82.80,531,-82.78,4,-66.67,134,-66.42,48,-36.00,"1,601",-35.63,45,400.00,"1,506",415.75,9,350.00,309,276.83,22,175.00,721,155.67,1,-87.50,42,-83.33,4,0.00,123,-16.89,-,-,-,-,3,-40.00,111,-27.92,-,-,-,-,0,-100.00,1,-98.46,-,-,-,-,6,200.00,196,243.86,3,-25.00,100,-17.36
2013M09,"9,821",-24.47,"329,678",-24.71,"22,771",-4.97,"761,825",-5.29,"8,109",-11.73,"272,212",-12.03,"20,728",-4.12,"693,462",-4.45,203,-54.28,"6,799",-54.49,16,433.33,530,373.21,1,-,17,13.33,2,-,66,-,9,0.00,317,8.19,2,-33.33,51,-46.88,-,-,-,-,-,-,-,-,31,72.22,"1,033",68.24,226,-46.95,"7,550",-47.21,"1,121",8.52,"37,634",8.17,"1,628",-4.40,"54,481",-4.70,32,-98.38,"1,072",-98.39,26,-77.59,873,-77.60,7,40.00,231,45.28,107,282.14,"3,567",279.47,23,-59.65,781,-59.05,1,-95.24,25,-96.47,30,172.73,"1,018",164.42,5,-37.50,166,-40.29,5,-28.57,161,-31.78,-,-,-,-,8,0.00,277,4.53,-,-,-,-,0,-,13,-,-,-,-,-,4,-60.00,136,-58.54,6,20.00,200,18.34
2013M10,"15,577",29.77,"530,195",29.10,"19,535",-29.33,"662,662",-29.69,"10,306",3.86,"350,799",3.34,"17,064",-32.47,"578,831",-32.81,102,-70.52,"3,485",-70.56,14,75.00,466,62.94,4,300.00,121,142.00,-,-,-,-,8,-33.33,271,-35.17,4,-20.00,141,-14.02,1,0.00,26,-3.70,-,-,-,-,19,46.15,642,42.98,500,-23.90,"16,951",-24.38,"3,344",225.61,"113,818",223.79,"1,839",14.37,"62,389",13.82,"1,486",310.50,"50,568",308.04,38,660.00,"1,276",723.23,3,-62.50,113,-57.36,44,100.00,"1,501",98.81,24,-11.11,802,-13.30,1,-83.33,26,-88.18,50,194.12,"1,714",187.58,4,-71.43,120,-75.10,3,0.00,103,-7.21,3,-,95,"3,066.67",7,-12.50,227,-17.75,-,-,-,-,-,-,-,-,-,-,-,-,6,500.00,217,371.74,3,200.00,95,375.00
2013M11,"13,535",21.78,"460,383",20.67,"16,906",-21.97,"573,074",-22.68,"10,059",20.04,"342,141",18.93,"14,644",-26.12,"496,421",-26.79,202,-40.41,"6,873",-40.87,3,-40.00,102,-36.25,0,-100.00,1,-99.18,-,-,-,-,9,-18.18,297,-21.84,3,200.00,116,241.18,-,-,-,-,-,-,-,-,29,61.11,992,62.89,201,-54.52,"6,827",-54.88,"1,080",13.45,"36,737",12.41,"1,508",15.47,"51,112",14.39,"1,811",61.55,"61,602",60.05,17,-15.00,566,-15.90,5,-54.55,180,-50.14,306,565.22,"10,389",558.78,36,80.00,"1,236",76.32,1,-,41,241.67,10,-16.67,351,-17.61,29,-,986,-,4,100.00,145,98.63,0,-100.00,8,-66.67,9,28.57,295,21.90,-,-,-,-,-,-,-,-,-,-,-,-,2,-,80,370.59,1,-50.00,43,-28.33
2013M12,"11,732",12.68,"397,031",10.67,"18,686",-4.92,"630,227",-6.62,"6,757",-9.17,"228,650",-10.80,"16,793",-3.77,"566,358",-5.49,221,4.25,"7,478",2.30,4,-60.00,127,-63.40,10,-,331,-,3,0.00,89,-9.18,7,-36.36,230,-36.99,6,20.00,218,35.40,0,-100.00,0,-100.00,-,-,-,-,23,9.52,794,8.03,202,-67.89,"6,800",-68.51,"2,263",12.03,"76,565",9.99,"1,450",3.06,"48,893",1.17,"1,916",599.27,"64,836",585.88,61,110.34,"2,055",109.91,13,550.00,455,622.22,143,146.55,"4,835",141.63,54,8.00,"1,832",6.57,1,-90.91,26,-93.28,19,5.56,654,5.83,2,-87.50,65,-88.10,4,33.33,123,25.51,1,-,20,900.00,2,-60.00,51,-70.35,-,-,-,-,0,-,1,-,-,-,-,-,38,442.86,"1,294",448.31,0,-100.00,7,-94.96
2014M01,"13,629",4.98,"454,310",1.31,"21,984",-19.62,"732,786",-22.16,"10,944",0.72,"364,785",-2.81,"19,452",-20.67,"648,392",-23.19,175,-35.66,"5,849",-37.65,15,200.00,488,163.78,2,-50.00,73,-43.85,6,-,192,-,8,33.33,274,29.86,3,-25.00,90,-32.84,0,-100.00,3,-84.21,-,-,-,-,10,-41.18,336,-41.87,186,-68.90,"6,189",-69.95,"1,032",6.83,"34,389",3.09,"2,235",11.92,"74,484",8.37,"1,159",122.88,"38,636",115.24,39,56.00,"1,293",52.12,10,-23.08,334,-27.86,5,-96.24,156,-96.60,25,-16.67,819,-22.22,7,-22.22,248,-22.74,21,-12.50,698,-16.51,19,46.15,638,45.33,2,0.00,80,33.33,0,-,0,-,3,0.00,92,-14.81,-,-,-,-,-,-,-,-,-,-,-,-,1,0.00,44,46.67,3,50.00,87,22.54
2014M02,"8,837",-0.74,"291,851",-3.59,"18,499",-6.06,"610,943",-8.45,"6,560",-15.54,"216,650",-17.96,"15,959",-12.06,"527,038",-14.29,115,-43.90,"3,804",-45.53,7,-12.50,217,-21.38,0,-100.00,3,-96.25,-,-,-,-,6,20.00,214,32.92,3,50.00,97,31.08,-,-,-,-,-,-,-,-,15,-25.00,496,-25.64,417,64.82,"13,772",60.44,798,19.46,"26,349",16.07,"2,029",66.31,"67,006",62.05,"1,144","3,168.57","37,788","3,078.13",38,171.43,"1,267",175.43,10,400.00,325,351.39,-,-,-,-,21,5.00,708,6.31,0,-100.00,5,-92.31,14,600.00,476,643.75,9,0.00,284,-7.19,4,-20.00,126,-19.75,2,-,75,-,8,--,274,"2,390.91",-,-,-,-,-,-,-,-,-,-,-,-,1,0.00,36,-21.74,1,--,38,--
2014M03,"9,415",-9.72,"310,510",-11.78,"23,969",16.17,"790,534",13.91,"7,105",-17.56,"234,331",-19.44,"21,137",15.47,"697,136",13.22,182,-4.71,"6,007",-6.64,1,-94.74,28,-95.52,0,-100.00,14,-53.33,5,-,178,-,13,62.50,427,58.74,7,16.67,240,28.34,-,-,-,-,-,-,-,-,32,39.13,"1,055",34.22,144,-21.31,"4,761",-22.74,"1,045",4.71,"34,457",2.28,"2,601",32.57,"85,796",30.01,791,248.46,"26,081",240.57,23,475.00,753,445.65,10,-52.38,338,-52.66,-,-,-,-,24,0.00,799,0.00,2,-80.00,72,-78.25,11,0.00,371,1.92,22,144.44,710,147.39,3,--,92,922.22,0,-,0,-,2,-50.00,69,-50.00,0,--,0,--,1,-,19,-,0,-,7,-,2,-50.00,61,-52.34,5,66.67,168,88.76
2014M04,"10,054",-8.52,"331,580",-10.03,"25,060",-12.58,"826,510",-13.73,"8,349",-8.05,"275,376",-9.56,"21,282",-18.74,"701,914",-19.81,199,15.03,"6,561",12.91,13,-13.33,434,-14.40,2,0.00,68,7.94,4,-,144,-,10,0.00,324,-4.71,8,60.00,272,64.85,0,-,1,-,-,-,-,-,19,35.71,624,28.93,379,-7.33,"12,499",-8.65,"1,092",16.17,"36,005",14.17,"3,179",67.58,"104,863",65.38,106,-77.87,"3,487",-78.31,150,328.57,"4,956",322.15,8,166.67,248,125.45,3,-94.44,91,-94.98,33,175.00,"1,072",177.72,-,-,-,-,3,-25.00,107,-21.90,18,-25.00,584,-25.79,7,75.00,218,68.99,1,-66.67,26,-71.43,1,-66.67,41,-59.00,-,-,-,-,0,-,2,-,-,-,-,-,0,--,11,83.33,2,100.00,75,316.67
2014M05,"9,589",-32.41,"317,720",-33.62,"22,157",5.99,"734,164",4.45,"7,057",-31.35,"233,839",-32.57,"18,934",4.84,"627,371",3.31,130,-32.99,"4,320",-34.11,11,0.00,377,-2.08,0,-100.00,14,-60.00,-,-,-,-,6,20.00,207,17.61,6,200.00,186,232.14,0,-100.00,9,-97.74,0,--,5,400.00,13,-63.89,424,-64.64,415,-14.26,"13,767",-15.35,"1,072",-45.83,"35,525",-46.78,"2,683",22.23,"88,914",20.47,"1,080",-17.37,"35,797",-18.81,19,111.11,630,105.88,10,66.67,339,66.18,-,-,-,-,22,-38.89,730,-39.17,2,-50.00,60,-51.61,3,-90.91,94,-91.60,53,194.44,"1,749",185.32,5,25.00,160,13.48,-,-,-,-,6,500.00,204,436.84,-,-,-,-,0,-,15,-,0,-,0,-,4,0.00,125,0.00,1,0.00,31,72.22
2014M06,"10,873",-19.22,"361,835",-19.89,"28,264",18.53,"940,572",17.94,"9,017",-16.78,"300,069",-17.47,"20,473",-1.15,"681,303",-1.64,233,21.99,"7,763",20.94,5,150.00,166,196.43,3,0.00,116,17.17,0,-,9,-,16,166.67,522,145.07,7,40.00,247,63.58,-,-,-,-,-,-,-,-,12,-55.56,383,-58.10,436,-35.02,"14,502",-35.38,"1,244",8.46,"41,390",7.52,"2,805",23.03,"93,339",22.38,36,-96.29,"1,199",-96.32,"4,479","8,513.46","149,045","8,545.30",8,0.00,276,9.52,-,-,-,-,31,-18.42,"1,015",-20.58,8,33.33,271,29.05,17,183.33,560,190.16,3,-40.00,108,-33.33,3,-57.14,97,-55.91,-,-,-,-,2,-60.00,61,-65.14,-,-,-,-,-,-,-,-,-,-,-,-,4,300.00,142,230.23,2,-,72,-
2014M07,"11,600",8.56,"387,300",8.63,"22,376",-7.89,"747,124",-7.52,"8,943",0.71,"298,592",0.78,"17,949",-14.87,"599,310",-14.53,260,32.65,"8,682",32.77,19,26.67,622,21.72,2,--,71,610.00,-,-,-,-,10,42.86,334,44.59,2,-33.33,50,-41.86,0,--,2,--,-,-,-,-,16,-23.81,518,-24.49,168,-69.62,"5,599",-69.54,"1,133",-1.99,"37,836",-1.94,"2,573",3.13,"85,919",3.56,921,"1,993.18","30,754","1,975.17","1,616","12,330.77","53,959","12,808.85",8,166.67,281,153.15,0,-100.00,0,-100.00,63,215.00,"2,087",212.43,4,100.00,128,141.51,8,-66.67,252,-68.46,8,14.29,264,7.76,10,42.86,319,38.70,4,-,130,-,1,-50.00,41,-34.92,-,-,-,-,0,--,2,100.00,0,-,0,-,1,-50.00,20,-67.21,-,-,-,-
