期間,本國銀行_原始值,本國銀行_年增率(%),本國銀行_原始值,本國銀行_年增率(%),外國銀行在台分行_原始值,外國銀行在台分行_年增率(%),外國銀行在台分行_原始值,外國銀行在台分行_年增率(%),信託投資公司_原始值,信託投資公司_年增率(%),信託投資公司_原始值,信託投資公司_年增率(%),票券金融公司_原始值,票券金融公司_年增率(%),票券金融公司_原始值,票券金融公司_年增率(%),中華郵政公司_原始值,中華郵政公司_年增率(%),中華郵政公司_原始值,中華郵政公司_年增率(%),信用合作社_原始值,信用合作社_年增率(%),信用合作社_原始值,信用合作社_年增率(%)
2007M12,"149,926",-13.20,"122,050",-27.18,"8,790",4.26,"44,840",297.31,-,-,550,-91.63,"34,597",-53.27,"4,273",-15.42,"7,350",512.50,"28,950",-56.05,-,-,-,-
2008M01,"133,043",-20.63,"106,832",-38.37,"5,440",-67.39,"40,785",62.75,-,-,-,-,"44,474",-15.49,"1,000",-48.40,"8,660",293.64,"43,000",17.81,-,-,-,-
2008M02,"163,182",-5.79,"153,735",-20.51,"15,530",-4.88,"62,080",170.08,-,-,-,-,"51,052",-11.62,"2,269",-75.63,"12,400",552.63,"24,080",10.71,-,-,-,-
2008M03,"112,328",-22.20,"98,499",-50.74,"4,085",-54.64,"40,865",227.97,-,-,-,-,"25,891",-63.88,"1,300",-50.48,"12,000",65.29,"13,640",-13.29,-,-,-,-
2008M04,"97,223",-37.59,"100,191",-57.67,"9,580",-77.46,"27,695",87.38,-,-,-,-,"20,933",-74.97,"1,095",-55.79,"10,245","1,607.50","9,000",-66.95,-,-,-,-
2008M05,"124,980",-6.38,"141,976",-25.64,"4,120",-86.05,"55,160",78.80,-,-,-,-,"39,136",-47.78,"2,370",-58.06,"40,770","40,670.00","9,500",0.53,-,-,-,-
2008M06,"89,880",-15.08,"95,140",-28.44,"3,878",-50.54,"41,918",137.50,-,-,-,-,"29,885",-36.61,215,-94.91,"21,555","21,455.00","7,925",53.88,-,-,-,-
2008M07,"88,838",-23.73,"116,035",-10.15,"1,025",-74.05,"40,392",59.59,-,-,-,-,"36,515",-5.95,"1,971",-60.94,"34,055",554.90,"2,035",-51.55,-,-,-,-
2008M08,"143,485",-10.51,"148,428",-6.73,"5,615",76.02,"44,595",-5.49,-,-,-,-,"47,493",19.01,"2,295",97.00,"18,845",98.37,"20,120",276.07,-,-,-,-
2008M09,"156,587",26.76,"145,954",4.99,"10,865",39.87,"25,730",-14.64,-,-,-,-,"46,874",35.91,"1,732",6.26,800,-88.57,"41,710","3,108.46",-,-,-,-
2008M10,"60,343",-43.70,"73,970",-38.72,"18,770",196.10,"16,055",-21.72,-,-,-,-,"22,295",-49.67,328,-71.65,"2,100",13.51,"13,155",-22.62,-,-,-,-
2008M11,"58,694",-63.12,"107,272",-35.10,"42,327",530.80,"15,439",-60.72,-,-,-,-,"33,000",-35.62,"1,060",39.47,205,-96.92,"10,455",-43.18,-,-,-,-
2008M12,"97,347",-35.07,"135,914",11.36,"25,047",184.95,"15,049",-66.44,-,-,-,-,"31,959",-7.62,340,-92.04,"6,260",-14.83,"9,310",-67.84,-,-,-,-
2009M01,"148,895",11.91,"156,785",46.76,"45,210",731.07,"37,372",-8.37,-,-,-,-,"30,653",-31.08,"1,481",48.10,15,-99.83,"29,135",-32.24,-,-,-,-
2009M02,"129,010",-20.94,"218,872",42.37,"73,779",375.07,"36,375",-41.41,-,-,-,-,"42,923",-15.92,550,-75.76,"40,020",222.74,"29,935",24.31,-,-,-,-
2009M03,"47,183",-58.00,"151,118",53.42,"66,049","1,516.87","27,891",-31.75,-,-,-,-,"33,427",29.11,"1,370",5.38,"42,320",252.67,"8,600",-36.95,-,-,-,-
2009M04,"69,552",-28.46,"195,142",94.77,"52,484",447.85,"38,511",39.05,-,-,-,-,"39,227",87.39,"2,000",82.65,"76,320",644.95,"1,930",-78.56,-,-,-,-
2009M05,"275,463",120.41,"278,485",96.15,"45,649","1,007.99","145,856",164.42,-,-,-,-,"50,705",29.56,500,-78.90,"59,495",45.93,"6,471",-31.88,-,-,-,-
2009M06,"240,085",167.12,"146,361",53.84,"23,885",515.91,"188,372",349.38,-,-,-,-,"22,451",-24.88,828,285.12,"50,915",136.21,"1,775",-77.60,-,-,-,-
2009M07,"199,361",124.41,"177,566",53.03,"32,105","3,032.20","124,605",208.49,-,-,-,-,"33,011",-9.60,"1,340",-32.01,"39,115",14.86,81,-96.02,-,-,-,-
2009M08,"186,472",29.96,"135,636",-8.62,"24,571",337.60,"134,905",202.51,-,-,-,-,"22,096",-53.48,923,-59.78,"43,215",129.32,"4,890",-75.70,-,-,-,-
2009M09,"222,263",41.94,"165,963",13.71,"31,954",194.10,"129,070",401.63,-,-,-,-,"29,861",-36.30,914,-47.23,"29,315","3,564.38","17,446",-58.17,-,-,-,-
2009M10,"234,847",289.19,"161,533",118.38,"24,045",28.10,"154,660",863.31,-,-,-,-,"28,750",28.95,768,134.15,"37,715","1,695.95","8,396",-36.18,-,-,-,-
2009M11,"199,406",239.74,"103,420",-3.59,"21,540",-49.11,"148,687",863.06,-,-,-,-,"30,933",-6.26,"1,497",41.23,"28,265","13,687.80","26,540",153.85,-,-,-,-
2009M12,"146,299",50.29,"82,509",-39.29,"13,111",-47.65,"97,160",545.62,-,-,-,-,"25,440",-20.40,"2,170",538.24,"13,115",109.50,"16,126",73.21,-,-,-,-
2010M01,"216,292",45.26,"165,053",5.27,"34,309",-24.11,"124,549",233.27,-,-,-,-,"25,075",-18.20,"3,263",120.32,"25,715","171,333.33","8,526",-70.74,-,-,-,-
2010M02,"217,967",68.95,"100,024",-54.30,"37,028",-49.81,"183,883",405.52,-,-,-,-,"19,183",-55.31,"1,260",129.09,"25,215",-36.99,"14,226",-52.48,-,-,-,-
2010M03,"156,573",231.84,"114,665",-24.12,"35,202",-46.70,"126,092",352.09,-,-,-,-,"18,717",-44.01,"1,175",-14.23,"37,665",-11.00,"6,225",-27.62,-,-,-,-
2010M04,"190,484",173.87,"206,511",5.83,"32,667",-37.76,"95,978",149.22,-,-,-,-,"26,334",-32.87,685,-65.75,"58,515",-23.33,"4,826",150.05,-,-,-,-
2010M05,"192,252",-30.21,"191,638",-31.19,"45,329",-0.70,"112,049",-23.18,-,-,-,-,"28,266",-44.25,"2,650",430.00,"42,815",-28.04,"2,325",-64.07,-,-,-,-
2010M06,"186,699",-22.24,"208,271",42.30,"18,137",-24.07,"59,832",-68.24,-,-,-,-,"26,768",19.23,"1,790",116.18,"42,515",-16.50,"4,226",138.08,-,-,-,-
2010M07,"234,049",17.40,"205,853",15.93,"11,730",-63.46,"97,710",-21.58,-,-,-,-,"35,871",8.66,"2,926",118.36,"34,615",-11.50,"9,776","11,969.14",-,-,-,-
2010M08,"256,454",37.53,"243,643",79.63,"23,956",-2.50,"124,129",-7.99,-,-,-,-,"30,748",39.16,975,5.63,"69,015",59.70,"11,426",133.66,-,-,-,-
2010M09,"154,126",-30.66,"146,330",-11.83,"14,993",-53.08,"82,023",-36.45,-,-,-,-,"38,049",27.42,"1,105",20.90,"26,615",-9.21,"4,325",-75.21,-,-,-,-
2010M10,"180,612",-23.09,"180,471",11.72,"16,147",-32.85,"91,595",-40.78,-,-,-,-,"35,258",22.64,640,-16.67,"42,215",11.93,"1,526",-81.82,-,-,-,-
2010M11,"206,409",3.51,"242,043",134.04,"21,579",0.18,"89,855",-39.57,-,-,-,-,"40,261",30.16,440,-70.61,"68,815",143.46,"4,726",-82.19,-,-,-,-
2010M12,"159,579",9.08,"140,702",70.53,"11,128",-15.12,"76,195",-21.58,-,-,-,-,"19,470",-23.47,"1,370",-36.87,"39,755",203.13,"11,665",-27.66,-,-,-,-
2011M01,"153,325",-29.11,"148,879",-9.80,"18,035",-47.43,"73,600",-40.91,-,-,-,-,"39,899",59.12,"1,000",-69.35,"36,115",40.44,"23,895",180.26,-,-,-,-
2011M02,"162,850",-25.29,"144,015",43.98,"9,850",-73.40,"85,475",-53.52,-,-,-,-,"49,930",160.28,30,-97.62,"23,915",-5.16,"17,025",19.68,-,-,-,-
2011M03,"183,545",17.23,"150,295",31.07,"12,605",-64.19,"91,792",-27.20,-,-,-,-,"31,257",67.00,720,-38.72,"20,655",-45.16,"5,255",-15.58,-,-,-,-
2011M04,"166,367",-12.66,"131,427",-36.36,"17,965",-45.01,"100,750",4.97,-,-,-,-,"36,335",37.98,-,-,"18,615",-68.19,"7,105",47.22,-,-,-,-
2011M05,"108,383",-43.62,"89,322",-53.39,"11,715",-74.16,"81,142",-27.58,-,-,-,-,"34,166",20.87,-,-,"16,515",-61.43,315,-86.45,-,-,-,-
2011M06,"126,769",-32.10,"121,236",-41.79,"5,700",-68.57,"57,600",-3.73,-,-,-,-,"23,047",-13.90,380,-78.77,"32,815",-22.82,"9,115",115.69,-,-,-,-
2011M07,"189,178",-19.17,"147,377",-28.41,"7,800",-33.50,"71,890",-26.43,-,-,-,-,"25,759",-28.19,"2,470",-15.58,"7,015",-79.73,"8,015",-18.01,-,-,-,-
2011M08,"152,133",-40.68,"120,137",-50.69,"10,004",-58.24,"79,380",-36.05,-,-,-,-,"24,310",-20.94,630,-35.38,"16,715",-75.78,"3,015",-73.61,-,-,-,-
2011M09,"167,928",8.96,"159,893",9.27,"15,510",3.45,"49,360",-39.82,-,-,-,-,"39,925",4.93,"1,410",27.60,"3,015",-88.67,"15,715",263.35,-,-,-,-
2011M10,"112,874",-37.50,"94,484",-47.65,"13,170",-18.44,"62,914",-31.31,-,-,-,-,"27,494",-22.02,-,-,"7,915",-81.25,"4,055",165.73,-,-,-,-
2011M11,"203,282",-1.51,"173,423",-28.35,"9,903",-54.11,"63,625",-29.19,-,-,-,-,"26,748",-33.56,85,-80.68,"5,615",-91.84,"8,415",78.06,-,-,-,-
2011M12,"125,764",-21.19,"91,146",-35.22,"6,266",-43.69,"61,210",-19.67,-,-,-,-,"20,031",2.88,130,-90.51,"10,715",-73.05,"10,290",-11.79,-,-,-,-
2012M01,"120,798",-21.21,"108,290",-27.26,"13,211",-26.75,"55,000",-25.27,-,-,-,-,"20,271",-49.19,90,-91.00,"11,315",-68.67,"2,215",-90.73,-,-,-,-
2012M02,"150,931",-7.32,"148,764",3.30,"10,866",10.31,"61,563",-27.98,-,-,-,-,"38,560",-22.77,30,0.00,"10,015",-58.12,15,-99.91,-,-,-,-
2012M03,"172,335",-6.11,"142,603",-5.12,"11,827",-6.17,"77,320",-15.77,-,-,-,-,"22,496",-28.03,65,-90.97,"20,265",-1.89,"6,935",31.97,-,-,-,-
2012M04,"137,525",-17.34,"99,046",-24.64,"9,452",-47.39,"84,430",-16.20,-,-,-,-,"28,469",-21.65,140,-,"17,315",-6.98,"9,145",28.71,-,-,-,-
2012M05,"114,200",5.37,"95,787",7.24,"9,118",-22.17,"75,640",-6.78,-,-,-,-,"39,229",14.82,20,-,"15,615",-5.45,"6,715","2,031.75",-,-,-,-
2012M06,"131,671",3.87,"95,222",-21.46,"18,091",217.39,"77,740",34.97,-,-,-,-,"25,800",11.95,300,-21.05,"6,815",-79.23,"9,115",0.00,-,-,-,-
2012M07,"190,441",0.67,"176,732",19.92,"16,895",116.60,"93,563",30.15,-,-,-,-,"50,659",96.67,-,-,"19,315",175.34,"7,015",-12.48,-,-,-,-
2012M08,"182,307",19.83,"208,394",73.46,"17,948",79.41,"52,710",-33.60,-,-,-,-,"53,749",121.10,-,-,"7,515",-55.04,415,-86.24,-,-,-,-
2012M09,"121,200",-27.83,"137,094",-14.26,"15,160",-2.26,"55,685",12.81,-,-,-,-,"53,999",35.25,-,-,"11,915",295.19,"9,495",-39.58,-,-,-,-
2012M10,"165,605",46.72,"235,354",149.09,"19,095",44.99,"40,985",-34.86,-,-,-,-,"67,239",144.56,-,-,"25,315",219.84,915,-77.44,-,-,-,-
2012M11,"176,348",-13.25,"250,086",44.21,"20,843",110.47,"40,624",-36.15,-,-,-,-,"67,719",153.17,100,17.65,"26,815",377.56,915,-89.13,-,-,-,-
2012M12,"166,884",32.70,"161,471",77.16,"13,380",113.53,"58,420",-4.56,-,-,-,-,"55,777",178.45,250,92.31,"12,215",14.00,"28,115",173.23,-,-,-,-
2013M01,"213,334",76.60,"208,008",92.08,"16,400",24.14,"46,595",-15.28,-,-,-,-,"64,939",220.35,800,788.89,"3,415",-69.82,"42,685","1,827.09",-,-,-,-
2013M02,"206,772",37.00,"197,217",32.57,"13,210",21.57,"59,135",-3.94,-,-,-,-,"78,415",103.36,-,-,"7,015",-29.96,"49,060","326,966.67",-,-,-,-
2013M03,"239,327",38.87,"190,462",33.56,"9,750",-17.56,"65,470",-15.33,-,-,-,-,"75,350",234.95,500,669.23,"9,615",-52.55,"77,610","1,019.11",-,-,-,-
2013M04,"212,172",54.28,"224,385",126.55,"6,750",-28.59,"48,065",-43.07,-,-,-,-,"75,228",164.25,-,-,"19,695",13.75,"41,395",352.65,-,-,-,-
2013M05,"257,084",125.12,"333,370",248.03,"22,240",143.91,"41,315",-45.38,-,-,-,-,"78,501",100.11,-,-,"44,415",184.44,"27,555",310.35,-,-,-,-
2013M06,"198,908",51.06,"232,297",143.95,"11,050",-38.92,"41,735",-46.31,-,-,-,-,"67,564",161.88,510,70.00,"20,115",195.16,"23,095",153.37,-,-,-,-
2013M07,"269,345",41.43,"295,148",67.00,"23,115",36.82,"53,035",-43.32,-,-,-,-,"76,303",50.62,-,-,"12,315",-36.24,"32,895",368.92,-,-,-,-
2013M08,"297,677",63.28,"349,503",67.71,"39,148",118.12,"55,220",4.76,-,-,-,-,"82,208",52.95,-,-,"18,415",145.04,"32,725","7,785.54",-,-,-,-
2013M09,"356,193",193.89,"340,899",148.66,"35,490",134.10,"108,606",95.04,-,-,-,-,"82,977",53.66,200,-,"23,095",93.83,"48,050",406.06,-,-,-,-
2013M10,"320,175",93.34,"348,128",47.92,"44,400",132.52,"107,872",163.20,-,-,-,-,"90,545",34.66,550,-,"25,015",-1.19,"23,585","2,477.60",-,-,-,-
2013M11,"431,521",144.70,"411,951",64.72,"38,140",82.99,"129,930",219.84,-,-,-,-,"93,560",38.16,-,-,"23,215",-13.43,"44,555","4,769.40",-,-,-,-
2013M12,"259,830",55.69,"219,727",36.08,"22,300",66.67,"98,292",68.25,-,-,-,-,"83,539",49.77,"1,430",472.00,"15,015",22.92,"61,235",117.80,-,-,-,-
2014M01,"410,092",92.23,"226,982",9.12,"31,930",94.70,"146,646",214.72,-,-,-,-,"85,236",31.26,730,-8.75,"3,065",-10.25,"155,965",265.39,-,-,-,-
2014M02,"292,352",41.39,"192,490",-2.40,"24,300",83.95,"119,865",102.70,-,-,-,-,"84,473",7.73,"1,480",-,"13,215",88.38,"100,505",104.86,-,-,-,-
2014M03,"289,944",21.15,"194,184",1.95,"22,747",133.30,"125,386",91.52,-,-,-,-,"97,369",29.22,200,-60.00,"8,115",-15.60,"98,405",26.79,-,-,-,-
2014M04,"312,265",47.18,"192,951",-14.01,"12,480",84.89,"127,115",164.46,-,-,-,-,"86,351",14.79,-,-,"8,115",-58.80,"99,145",139.51,-,-,-,-
2014M05,"270,265",5.13,"222,499",-33.26,"9,640",-56.65,"100,585",143.46,-,-,-,-,"79,824",1.69,"1,780",-,"6,315",-85.78,"41,180",49.45,-,-,-,-
2014M06,"199,783",0.44,"174,160",-25.03,"12,390",12.13,"79,528",90.55,-,-,-,-,"65,320",-3.32,205,-59.80,"8,315",-58.66,"31,915",38.19,-,-,-,-
2014M07,"243,448",-9.61,"204,418",-30.74,"12,270",-46.92,"103,250",94.68,-,-,-,-,"72,290",-5.26,"1,040",-,"8,215",-33.29,"27,515",-16.36,-,-,-,-
