期間,現有登記家數(家)_原始值,現有登記家數(家)_年增率(%),現有登記家數(家)_原始值,現有登記家數(家)_年增率(%),現有登記家數(家)_原始值,現有登記家數(家)_年增率(%),現有登記家數(家)_原始值,現有登記家數(家)_年增率(%),現有登記家數(家)_原始值,現有登記家數(家)_年增率(%),現有登記家數(家)_原始值,現有登記家數(家)_年增率(%),現有登記家數(家)_原始值,現有登記家數(家)_年增率(%),現有登記家數(家)_原始值,現有登記家數(家)_年增率(%),現有登記家數(家)_原始值,現有登記家數(家)_年增率(%),現有登記家數(家)_原始值,現有登記家數(家)_年增率(%),現有登記家數(家)_原始值,現有登記家數(家)_年增率(%),現有登記家數(家)_原始值,現有登記家數(家)_年增率(%),現有登記家數(家)_原始值,現有登記家數(家)_年增率(%),現有登記家數(家)_原始值,現有登記家數(家)_年增率(%),現有登記家數(家)_原始值,現有登記家數(家)_年增率(%),現有登記家數(家)_原始值,現有登記家數(家)_年增率(%),現有登記資本額(百萬台幣)_原始值,現有登記資本額(百萬台幣)_年增率(%),現有登記資本額(百萬台幣)_原始值,現有登記資本額(百萬台幣)_年增率(%),現有登記資本額(百萬台幣)_原始值,現有登記資本額(百萬台幣)_年增率(%),現有登記資本額(百萬台幣)_原始值,現有登記資本額(百萬台幣)_年增率(%),現有登記資本額(百萬台幣)_原始值,現有登記資本額(百萬台幣)_年增率(%),現有登記資本額(百萬台幣)_原始值,現有登記資本額(百萬台幣)_年增率(%),現有登記資本額(百萬台幣)_原始值,現有登記資本額(百萬台幣)_年增率(%),現有登記資本額(百萬台幣)_原始值,現有登記資本額(百萬台幣)_年增率(%),現有登記資本額(百萬台幣)_原始值,現有登記資本額(百萬台幣)_年增率(%),現有登記資本額(百萬台幣)_原始值,現有登記資本額(百萬台幣)_年增率(%),現有登記資本額(百萬台幣)_原始值,現有登記資本額(百萬台幣)_年增率(%),現有登記資本額(百萬台幣)_原始值,現有登記資本額(百萬台幣)_年增率(%),現有登記資本額(百萬台幣)_原始值,現有登記資本額(百萬台幣)_年增率(%),現有登記資本額(百萬台幣)_原始值,現有登記資本額(百萬台幣)_年增率(%),現有登記資本額(百萬台幣)_原始值,現有登記資本額(百萬台幣)_年增率(%),現有登記資本額(百萬台幣)_原始值,現有登記資本額(百萬台幣)_年增率(%),新設立家數(家)_原始值,新設立家數(家)_年增率(%),新設立家數(家)_原始值,新設立家數(家)_年增率(%),新設立家數(家)_原始值,新設立家數(家)_年增率(%),新設立家數(家)_原始值,新設立家數(家)_年增率(%),新設立家數(家)_原始值,新設立家數(家)_年增率(%),新設立家數(家)_原始值,新設立家數(家)_年增率(%),新設立家數(家)_原始值,新設立家數(家)_年增率(%),新設立家數(家)_原始值,新設立家數(家)_年增率(%),新設立家數(家)_原始值,新設立家數(家)_年增率(%),新設立家數(家)_原始值,新設立家數(家)_年增率(%),新設立家數(家)_原始值,新設立家數(家)_年增率(%),新設立家數(家)_原始值,新設立家數(家)_年增率(%),新設立家數(家)_原始值,新設立家數(家)_年增率(%),新設立家數(家)_原始值,新設立家數(家)_年增率(%),新設立家數(家)_原始值,新設立家數(家)_年增率(%),新設立家數(家)_原始值,新設立家數(家)_年增率(%),新設立資本額(百萬台幣)_原始值,新設立資本額(百萬台幣)_年增率(%),新設立資本額(百萬台幣)_原始值,新設立資本額(百萬台幣)_年增率(%),新設立資本額(百萬台幣)_原始值,新設立資本額(百萬台幣)_年增率(%),新設立資本額(百萬台幣)_原始值,新設立資本額(百萬台幣)_年增率(%),新設立資本額(百萬台幣)_原始值,新設立資本額(百萬台幣)_年增率(%),新設立資本額(百萬台幣)_原始值,新設立資本額(百萬台幣)_年增率(%),新設立資本額(百萬台幣)_原始值,新設立資本額(百萬台幣)_年增率(%),新設立資本額(百萬台幣)_原始值,新設立資本額(百萬台幣)_年增率(%),新設立資本額(百萬台幣)_原始值,新設立資本額(百萬台幣)_年增率(%),新設立資本額(百萬台幣)_原始值,新設立資本額(百萬台幣)_年增率(%),新設立資本額(百萬台幣)_原始值,新設立資本額(百萬台幣)_年增率(%),新設立資本額(百萬台幣)_原始值,新設立資本額(百萬台幣)_年增率(%),新設立資本額(百萬台幣)_原始值,新設立資本額(百萬台幣)_年增率(%),新設立資本額(百萬台幣)_原始值,新設立資本額(百萬台幣)_年增率(%),新設立資本額(百萬台幣)_原始值,新設立資本額(百萬台幣)_年增率(%),新設立資本額(百萬台幣)_原始值,新設立資本額(百萬台幣)_年增率(%),歇業家數(家)_原始值,歇業家數(家)_年增率(%),歇業家數(家)_原始值,歇業家數(家)_年增率(%),歇業家數(家)_原始值,歇業家數(家)_年增率(%),歇業家數(家)_原始值,歇業家數(家)_年增率(%),歇業家數(家)_原始值,歇業家數(家)_年增率(%),歇業家數(家)_原始值,歇業家數(家)_年增率(%),歇業家數(家)_原始值,歇業家數(家)_年增率(%),歇業家數(家)_原始值,歇業家數(家)_年增率(%),歇業家數(家)_原始值,歇業家數(家)_年增率(%),歇業家數(家)_原始值,歇業家數(家)_年增率(%),歇業家數(家)_原始值,歇業家數(家)_年增率(%),歇業家數(家)_原始值,歇業家數(家)_年增率(%),歇業家數(家)_原始值,歇業家數(家)_年增率(%),歇業家數(家)_原始值,歇業家數(家)_年增率(%),歇業家數(家)_原始值,歇業家數(家)_年增率(%),歇業家數(家)_原始值,歇業家數(家)_年增率(%),歇業資本額(百萬台幣)_原始值,歇業資本額(百萬台幣)_年增率(%),歇業資本額(百萬台幣)_原始值,歇業資本額(百萬台幣)_年增率(%),歇業資本額(百萬台幣)_原始值,歇業資本額(百萬台幣)_年增率(%),歇業資本額(百萬台幣)_原始值,歇業資本額(百萬台幣)_年增率(%),歇業資本額(百萬台幣)_原始值,歇業資本額(百萬台幣)_年增率(%),歇業資本額(百萬台幣)_原始值,歇業資本額(百萬台幣)_年增率(%),歇業資本額(百萬台幣)_原始值,歇業資本額(百萬台幣)_年增率(%),歇業資本額(百萬台幣)_原始值,歇業資本額(百萬台幣)_年增率(%),歇業資本額(百萬台幣)_原始值,歇業資本額(百萬台幣)_年增率(%),歇業資本額(百萬台幣)_原始值,歇業資本額(百萬台幣)_年增率(%),歇業資本額(百萬台幣)_原始值,歇業資本額(百萬台幣)_年增率(%),歇業資本額(百萬台幣)_原始值,歇業資本額(百萬台幣)_年增率(%),歇業資本額(百萬台幣)_原始值,歇業資本額(百萬台幣)_年增率(%),歇業資本額(百萬台幣)_原始值,歇業資本額(百萬台幣)_年增率(%),歇業資本額(百萬台幣)_原始值,歇業資本額(百萬台幣)_年增率(%),歇業資本額(百萬台幣)_原始值,歇業資本額(百萬台幣)_年增率(%)
2006M03,"737,698",1.20,"3,813",4.27,"2,055",-3.29,"42,919",-1.71,226,5.61,"49,959",6.10,"459,700",0.50,"42,419",4.81,"30,215",1.42,"2,590",1.21,"11,613",2.18,"15,857",0.73,88,35.38,5,150.00,"15,302",1.51,"60,937",1.99,"128,449",6.01,"2,539",-0.15,"1,205",-1.12,"9,718",0.23,93,-1.89,"23,987",6.31,"58,616",7.69,"6,047",9.30,"6,661",5.02,"4,592",-0.97,"2,867",2.08,"3,062",8.57,22,41.52,3,123.67,"2,858",-0.79,"6,180",10.70,"5,303",-3.44,34,6.25,6,20.00,75,5.63,2,100.00,626,17.67,"3,058",-5.41,671,-3.03,7,0.00,8,0.00,92,-11.54,176,-0.56,4,100.00,-,--,109,-2.68,435,-15.70,"1,096",11.29,13,2.31,3,105.00,24,7.37,1,"12,500.00",215,15.55,599,10.84,88,5.80,4,230.51,1,0.38,17,6.31,41,29.61,1,145.00,-,--,14,-14.13,75,4.07,"3,884",-32.98,18,-47.06,32,45.45,88,-73.81,-,--,227,-24.83,"2,534",-29.40,394,-5.74,59,-50.00,12,-14.29,65,-26.97,104,-50.94,1,--,-,--,91,-31.06,259,-51.04,721,-25.21,24,59.04,6,-28.44,26,-63.53,-,--,110,-16.42,410,-15.46,64,19.70,13,-58.54,1,-34.55,9,-50.04,21,-51.26,0,--,-,--,10,-79.82,27,-51.95
2006M04,"739,151",1.37,"3,822",4.83,"2,039",-3.78,"42,911",-1.49,228,6.05,"50,261",6.38,"460,472",0.71,"42,652",5.04,"30,232",1.43,"2,585",0.86,"11,628",2.07,"15,863",0.72,91,40.00,5,150.00,"15,296",1.20,"61,066",2.02,"129,174",6.08,"2,547",0.10,"1,193",-1.44,"9,744",-0.01,93,-2.91,"24,185",6.59,"59,036",7.90,"6,086",9.52,"6,666",4.53,"4,589",-0.94,"2,885",2.36,"3,049",6.98,23,48.65,3,123.67,"2,845",-1.02,"6,231",10.40,"4,046",-21.57,21,10.53,4,0.00,64,-20.00,-,--,470,0.64,"2,269",-24.47,559,-20.03,9,12.50,4,-55.56,72,-25.77,115,-33.14,2,--,-,--,86,-30.08,371,-22.22,821,-16.38,5,-64.04,1,-39.68,19,-28.01,-,--,182,6.05,425,-17.83,72,-26.10,4,378.86,2,20.92,18,12.54,23,-42.69,1,--,-,--,10,-36.66,58,-25.39,"2,568",-39.03,8,-57.89,5,150.00,57,-52.50,-,--,150,-45.45,"1,621",-39.38,270,-32.16,49,-36.36,9,-18.18,49,-15.52,75,-52.53,-,--,-,--,71,-21.11,204,-38.18,460,-31.67,3,-24.89,10,"20,260.00",9,-62.59,-,--,55,-45.02,274,-26.05,36,-28.23,12,-16.82,7,137.94,7,-22.23,15,-53.58,-,--,-,--,11,-52.10,20,-51.22
2006M05,"739,996",1.25,"3,835",5.01,"2,032",-4.29,"42,890",-1.49,228,7.04,"50,591",6.45,"460,850",0.62,"42,839",5.01,"30,237",1.24,"2,583",0.43,"11,628",1.76,"15,841",0.28,91,35.82,5,150.00,"15,236",0.49,"61,110",1.67,"129,886",5.94,"2,553",-0.30,"1,192",-1.53,"9,772",0.34,93,-2.35,"24,336",6.37,"59,456",7.81,"6,144",9.46,"6,667",4.29,"4,585",-0.84,"2,891",2.64,"3,059",5.99,23,43.94,3,123.67,"2,830",-2.11,"6,281",9.59,"4,060",-15.52,23,-8.00,4,-33.33,60,-17.81,1,0.00,507,5.41,"2,250",-19.79,592,-4.98,4,-63.64,2,-88.24,57,-32.94,118,-13.24,-,--,-,--,72,-28.00,370,-16.10,846,-16.52,4,-69.36,1,-7.24,20,2.49,0,0.00,169,-5.25,442,-21.75,90,3.13,0,-97.82,1,-74.17,17,24.39,25,-10.24,-,--,-,--,13,-34.67,62,5.12,"3,106",3.09,12,-25.00,8,300.00,74,-16.85,1,0.00,171,-9.52,"1,940",1.52,325,8.33,63,1.61,5,0.00,50,-16.67,102,5.15,-,--,-,--,101,65.57,254,15.45,526,9.25,1,-43.79,1,39.62,33,20.61,0,900.00,72,-9.44,267,-0.95,46,77.88,17,6.70,1,22.71,10,-32.61,21,65.23,-,--,-,--,22,168.53,36,40.62
2006M06,"740,705",1.09,"3,843",5.09,"2,031",-4.15,"42,844",-1.49,223,4.21,"50,891",6.33,"460,945",0.45,"42,951",4.66,"30,251",1.08,"2,574",-0.08,"11,622",1.19,"15,813",-0.32,287,310.00,5,150.00,"15,200",-0.28,"61,225",1.57,"130,487",5.62,"2,556",0.23,"1,189",-1.95,"9,778",0.29,87,-8.37,"24,477",6.38,"59,750",7.23,"6,207",9.43,"6,658",3.54,"4,581",-0.86,"2,909",1.96,"3,064",4.88,82,397.66,3,123.67,"2,821",-3.20,"6,324",9.44,"4,363",-17.71,25,0.00,4,-42.86,61,-36.46,-,--,530,-5.86,"2,398",-19.61,633,-10.85,10,-16.67,8,-20.00,73,-31.13,119,-29.59,2,-33.33,-,--,83,-27.19,417,-17.26,877,-19.75,7,21.37,1,-30.57,21,-1.48,-,--,184,-0.74,450,-26.13,87,-8.97,3,-85.25,2,-67.18,20,13.68,25,-44.22,1,-25.00,-,--,15,-4.35,63,-12.46,"3,590",3.61,14,-17.65,4,-60.00,88,-31.78,2,--,213,-10.13,"2,261",6.45,416,34.63,79,-12.22,12,0.00,55,7.84,116,-7.94,1,--,-,--,84,42.37,245,-18.60,651,-0.49,9,-51.83,1,-89.46,37,-12.07,0,--,75,-44.75,374,22.22,49,43.27,29,81.59,2,63.68,14,81.06,19,-34.41,0,--,-,--,18,81.59,22,-47.39
2006M07,"740,874",0.96,"3,857",5.12,"2,027",-4.57,"42,799",-1.50,220,2.33,"51,113",6.41,"460,818",0.33,"43,085",4.47,"30,251",0.94,"2,574",-0.50,"11,630",1.03,"15,818",-0.23,278,286.11,5,150.00,"15,139",-0.98,"61,260",1.27,"130,802",5.40,"2,560",0.21,"1,183",-2.41,"9,787",-0.04,86,-9.18,"24,547",6.32,"59,879",6.92,"6,283",10.01,"6,673",3.47,"4,583",-0.92,"2,900",1.46,"3,081",5.31,81,381.16,3,123.67,"2,817",-3.57,"6,336",8.39,"3,854",-15.11,26,36.84,2,-77.78,54,-37.93,-,--,428,-2.95,"2,109",-17.75,579,-5.08,3,-62.50,6,-14.29,68,-12.82,126,-10.00,2,0.00,-,--,70,-39.66,381,-16.63,815,-5.96,5,-18.65,1,-71.67,12,-42.04,-,--,149,11.64,419,-10.54,97,15.70,1,-85.70,7,337.13,12,-40.65,45,20.01,1,109.68,-,--,15,-21.55,52,-17.97,"3,140",-5.88,12,50.00,6,50.00,89,-17.59,1,0.00,191,-25.10,"1,935",-8.12,334,24.63,67,-12.99,6,-25.00,61,27.08,82,-44.22,1,--,-,--,98,68.97,257,3.63,698,9.08,1,-83.40,10,832.00,23,4.33,1,120.00,117,12.70,397,13.93,49,4.70,12,-45.90,1,-0.90,17,176.33,24,-30.54,0,--,-,--,14,17.53,33,-4.91
2006M08,"742,645",1.02,"3,863",4.77,"2,030",-4.61,"42,713",-1.61,219,2.82,"51,369",6.27,"460,419",0.10,"43,290",4.38,"30,240",0.66,"2,614",0.97,"11,640",1.00,"15,769",-0.55,276,278.08,5,150.00,"16,874",10.24,"61,324",1.26,"131,425",5.17,"2,566",0.08,"1,184",-2.48,"9,822",0.29,86,-8.22,"24,691",6.20,"60,065",6.30,"6,346",9.81,"6,681",2.87,"4,582",-0.84,"2,900",1.42,"3,086",5.09,81,377.95,3,123.67,"2,942",1.34,"6,388",7.84,"6,033",22.60,29,7.41,7,16.67,54,-31.65,-,--,500,-14.53,"2,425",-12.26,642,-3.31,6,-40.00,41,241.67,68,-5.56,113,-27.10,1,0.00,-,--,"1,793","1,406.72",354,-16.90,935,-12.02,12,13.38,2,-13.07,9,-60.96,-,--,165,-17.17,424,-25.49,91,-11.74,3,-82.80,2,15.69,13,-37.41,23,-24.56,0,300.00,-,--,142,859.36,52,-31.37,"3,776",3.57,16,-38.46,5,66.67,138,22.12,-,--,244,-8.61,"2,415",4.09,380,29.69,64,-12.33,7,-36.36,60,-11.76,136,21.43,-,--,1,--,78,4.00,232,-18.31,656,9.61,8,27.52,0,-9.43,23,-40.88,-,--,92,29.65,388,11.31,57,63.66,12,-26.13,1,-61.90,15,-25.38,23,22.56,-,--,1,--,10,-5.92,26,-15.29
2006M09,"744,267",1.11,"3,875",4.93,"2,032",-4.38,"42,675",-1.62,222,1.37,"51,570",6.06,"460,115",-0.03,"43,513",4.36,"30,254",0.60,"2,643",2.09,"11,657",1.19,"15,754",-0.61,272,240.00,5,66.67,"18,305",19.49,"61,375",1.14,"131,837",5.12,"2,572",0.18,"1,180",-2.93,"9,814",0.21,87,-8.54,"24,830",6.65,"60,190",5.93,"6,402",9.89,"6,695",2.78,"4,578",-0.90,"2,915",2.09,"3,091",4.88,80,320.41,3,24.26,"3,015",3.96,"6,384",7.07,"5,507",17.87,21,-25.00,12,33.33,61,-12.86,2,-33.33,427,-18.36,"2,217",-15.28,647,-7.70,3,-57.14,31,933.33,64,-4.48,115,-25.81,-,--,-,--,"1,546","1,415.69",361,-5.25,880,-2.82,4,-34.12,5,-24.03,13,-13.12,0,-42.86,157,-6.21,400,-18.94,82,-8.91,1,-85.94,2,8.10,16,-21.32,19,-26.84,-,--,-,--,130,785.98,50,-7.81,"3,398",2.16,13,-27.78,11,-8.33,101,0.00,-,--,204,-16.05,"2,202",6.02,355,24.13,41,-43.06,6,-25.00,46,-25.81,96,-27.82,-,--,-,--,87,22.54,236,-2.48,709,-10.96,4,-62.92,10,78.26,101,83.80,-,--,73,-64.07,359,-5.19,43,22.28,15,-23.01,1,-61.36,7,-64.24,15,-22.08,-,--,-,--,18,29.36,63,89.90
2006M10,"745,184",1.06,"3,890",4.60,"2,034",-4.37,"42,652",-1.61,223,1.36,"51,865",5.92,"460,353",-0.07,"43,639",4.07,"30,267",0.61,"2,648",2.52,"11,670",1.12,"15,760",-0.91,268,239.24,4,0.00,"18,461",20.09,"61,450",1.03,"132,331",5.97,"2,642",7.34,"1,184",-3.66,"9,824",0.22,87,-9.10,"24,950",6.20,"60,430",5.68,"6,420",34.40,"6,696",2.79,"4,568",-0.79,"2,917",2.82,"3,095",4.17,80,325.91,2,-31.70,"3,028",4.23,"6,408",7.08,"3,879",-13.57,22,-31.25,9,12.50,47,-36.49,1,-50.00,418,-17.39,"2,021",-19.83,577,-10.82,7,250.00,8,60.00,69,4.55,104,-26.76,2,100.00,-,--,251,120.18,343,-6.79,752,-13.66,8,25.34,9,30.52,13,-30.62,0,-79.55,148,-12.12,374,-20.05,76,-21.38,5,612.00,4,87.90,14,27.14,18,-37.43,1,520.00,-,--,30,137.07,53,2.90,"2,738",-2.32,4,-66.67,5,-28.57,65,0.00,-,--,129,-20.86,"1,699",-3.58,372,20.39,48,-23.81,7,75.00,53,10.42,77,-23.00,1,-50.00,-,--,64,10.34,214,3.38,530,7.09,3,43.61,10,240.03,30,34.68,-,--,63,-5.14,285,6.01,55,17.13,10,-45.37,12,"1,574.38",8,-2.95,12,-30.06,0,-51.22,-,--,8,34.53,32,-2.67
2006M11,"745,449",1.40,"3,908",4.74,"2,039",-2.44,"42,650",-0.93,220,1.38,"52,169",6.87,"460,017",0.18,"43,768",4.40,"30,252",0.48,"2,646",2.40,"11,678",1.35,"15,775",-0.35,264,225.93,4,-20.00,"18,567",21.46,"61,492",1.23,"132,804",5.25,"2,657",4.02,"1,186",-1.56,"9,837",1.10,86,-6.58,"25,109",7.11,"60,611",5.63,"6,453",9.58,"6,695",2.53,"4,565",-0.76,"2,924",3.85,"3,108",3.93,79,312.09,2,-35.77,"3,020",4.80,"6,470",7.10,"4,161",-7.76,35,75.00,5,-37.50,56,-11.11,1,0.00,441,-6.96,"2,130",-16.80,655,-1.06,14,40.00,6,-14.29,69,-26.60,130,-2.26,-,--,-,--,245,172.22,374,-3.36,830,-6.58,11,75.79,2,8.24,16,-3.60,0,125.00,152,10.90,419,-12.86,88,-4.97,4,-47.65,1,2.08,17,-52.20,24,-21.15,-,--,-,--,32,148.39,62,-3.00,"3,102",-48.68,12,-7.69,3,-93.33,63,-81.90,1,-50.00,131,-78.28,"1,984",-45.12,386,-23.56,52,-27.78,7,0.00,50,-56.90,90,-43.40,-,--,-,--,77,-42.54,246,-42.25,527,-48.33,8,-68.87,0,-98.97,17,-80.53,1,-68.43,46,-80.23,326,-25.77,45,-41.13,23,70.85,1,161.09,8,-56.00,16,-32.52,-,--,-,--,11,-34.24,26,-46.12
2006M12,"745,712",1.42,"3,924",4.58,"2,049",-1.87,"42,642",-0.89,220,2.33,"52,324",6.69,"459,855",0.24,"44,022",4.55,"30,237",0.35,"2,647",2.36,"11,679",1.18,"15,760",-0.42,260,220.99,4,-20.00,"18,538",21.35,"61,551",1.21,"133,294",5.15,"2,673",5.34,"1,206",0.18,"9,892",2.16,85,-6.10,"25,206",7.03,"60,819",5.35,"6,503",9.57,"6,698",1.34,"4,568",-0.56,"2,927",3.49,"3,112",2.78,76,297.99,2,-35.77,"3,023",5.13,"6,504",7.00,"3,649",-16.88,27,0.00,9,200.00,64,12.28,1,--,366,-19.03,"1,923",-21.67,620,0.32,5,-61.54,2,-81.82,55,-24.66,115,-20.69,-,--,-,--,115,-4.96,347,-16.39,765,-18.48,14,47.63,4,233.33,23,69.54,0,--,150,-10.83,377,-17.30,85,-3.10,16,-77.10,0,-92.01,9,-52.44,28,-12.04,-,--,-,--,15,-39.31,45,-21.14,"3,380",7.75,13,0.00,4,-20.00,72,-10.00,1,--,216,0.00,"2,100",4.17,359,10.46,49,-12.50,5,-54.55,47,0.00,106,27.71,-,--,1,--,141,101.43,266,23.72,694,7.02,5,-83.43,1,-73.54,15,-68.48,0,--,120,-2.11,392,27.11,59,28.40,14,-1.90,0,-84.29,10,43.49,20,80.33,-,--,0,--,15,36.07,43,-9.03
