期間,想工作而未找工作_原始值,想工作而未找工作_年增率(%),想工作而未找工作_原始值,想工作而未找工作_年增率(%),想工作而未找工作_原始值,想工作而未找工作_年增率(%),求學及準備升學_原始值,求學及準備升學_年增率(%),求學及準備升學_原始值,求學及準備升學_年增率(%),求學及準備升學_原始值,求學及準備升學_年增率(%),料理家務_原始值,料理家務_年增率(%),料理家務_原始值,料理家務_年增率(%),料理家務_原始值,料理家務_年增率(%),衰老殘障_原始值,衰老殘障_年增率(%),衰老殘障_原始值,衰老殘障_年增率(%),衰老殘障_原始值,衰老殘障_年增率(%),其它未參與勞動力原因_原始值,其它未參與勞動力原因_年增率(%),其它未參與勞動力原因_原始值,其它未參與勞動力原因_年增率(%),其它未參與勞動力原因_原始值,其它未參與勞動力原因_年增率(%)
1998M06,106,1.98,71,3.64,35,-1.26,"2,134",0.15,"1,054",-0.94,"1,080",1.23,"2,614",2.15,9,8.87,"2,605",2.13,"1,682",5.60,941,5.32,741,5.95,404,6.97,351,5.84,53,15.08
1998M07,116,17.80,78,19.61,38,14.29,"2,046",0.38,"1,008",0.89,"1,038",-0.11,"2,654",2.09,6,-32.84,"2,647",2.21,"1,685",4.73,952,4.98,732,4.41,415,6.19,364,5.37,51,12.32
1998M08,122,17.69,87,27.79,35,-1.40,"2,013",0.53,995,2.22,"1,018",-1.06,"2,669",1.74,6,-15.79,"2,662",1.79,"1,681",4.29,949,3.91,732,4.79,425,7.94,383,10.43,42,-10.57
1998M09,127,20.76,87,27.31,40,8.55,"2,043",0.96,"1,001",2.77,"1,042",-0.73,"2,671",1.08,10,58.74,"2,660",0.94,"1,683",4.11,952,4.78,731,3.25,435,9.48,386,10.16,49,4.37
1998M10,126,39.30,86,43.99,40,30.17,"2,029",1.49,"1,012",4.87,"1,018",-1.67,"2,662",-0.45,16,187.60,"2,646",-0.85,"1,680",3.17,955,2.84,725,3.62,431,12.59,379,11.01,52,25.58
1998M11,130,40.32,89,50.74,41,22.18,"2,049",1.10,"1,022",3.91,"1,028",-1.55,"2,629",-0.56,10,6.00,"2,619",-0.58,"1,677",3.47,945,2.99,732,4.09,418,11.70,370,11.76,48,11.21
1998M12,137,40.20,94,38.48,42,44.23,"2,058",0.27,"1,022",2.01,"1,036",-1.39,"2,636",1.36,9,-27.54,"2,627",1.50,"1,681",4.22,956,4.39,726,3.99,412,8.59,364,8.64,48,8.19
1999M01,139,35.70,95,38.60,44,29.84,"2,066",0.00,"1,021",0.64,"1,045",-0.61,"2,649",0.85,8,-24.91,"2,641",0.96,"1,683",3.94,953,3.86,729,4.05,400,9.52,355,11.13,45,-1.68
1999M02,147,37.00,106,44.69,41,20.32,"2,081",-2.45,"1,032",-2.39,"1,049",-2.51,"2,658",-0.71,9,5.09,"2,648",-0.73,"1,682",4.85,957,4.99,725,4.67,406,16.75,367,18.09,38,5.25
1999M03,152,44.78,106,52.45,46,29.70,"2,127",-1.39,"1,060",-0.76,"1,068",-2.00,"2,662",0.87,10,-24.29,"2,652",1.00,"1,688",4.91,970,6.85,718,2.39,421,19.28,362,16.29,60,41.32
1999M04,146,32.10,103,43.29,44,11.59,"2,140",-1.37,"1,058",-1.10,"1,083",-1.63,"2,652",1.00,8,21.80,"2,644",0.94,"1,691",4.21,967,6.38,724,1.45,426,11.94,363,9.40,64,28.98
1999M05,134,40.97,94,48.83,40,25.47,"2,144",-1.44,"1,091",1.30,"1,053",-4.13,"2,613",0.58,8,-56.32,"2,605",0.99,"1,701",2.93,981,6.41,720,-1.46,433,7.18,365,2.92,68,37.80
1999M06,132,24.27,88,22.64,45,27.61,"2,122",-0.55,"1,070",1.52,"1,052",-2.57,"2,604",-0.37,10,14.11,"2,594",-0.42,"1,706",1.45,978,3.95,728,-1.73,438,8.48,367,4.52,72,34.55
1999M07,138,18.66,91,16.15,47,23.78,"2,045",-0.06,"1,023",1.53,"1,021",-1.61,"2,644",-0.34,12,99.63,"2,632",-0.58,"1,704",1.15,971,2.00,733,0.04,451,8.59,387,6.40,64,24.17
1999M08,142,16.27,96,10.68,46,29.99,"2,029",0.79,"1,009",1.40,"1,020",0.19,"2,652",-0.64,9,46.24,"2,642",-0.75,"1,700",1.12,960,1.19,739,1.04,457,7.66,393,2.64,64,53.80
1999M09,145,14.12,100,14.14,46,14.07,"2,054",0.54,"1,029",2.75,"1,025",-1.58,"2,663",-0.29,8,-16.96,"2,654",-0.23,"1,712",1.74,971,2.01,742,1.39,500,15.09,426,10.28,75,53.25
1999M10,145,14.94,99,14.77,46,15.31,"2,072",2.10,"1,036",2.45,"1,035",1.75,"2,642",-0.76,6,-64.63,"2,636",-0.37,"1,722",2.50,975,2.09,746,3.03,477,10.77,412,8.79,65,25.25
1999M11,142,9.10,97,10.03,44,7.12,"2,093",2.13,"1,036",1.46,"1,056",2.78,"2,610",-0.72,9,-9.02,"2,601",-0.69,"1,727",2.97,966,2.31,760,3.82,471,12.46,400,8.07,70,46.26
1999M12,144,5.44,98,3.84,46,9.03,"2,109",2.51,"1,040",1.81,"1,069",3.20,"2,625",-0.41,7,-20.44,"2,618",-0.34,"1,729",2.82,964,0.90,765,5.35,451,9.30,397,8.89,54,12.46
2000M01,148,6.61,99,4.14,49,11.91,"2,123",2.77,"1,043",2.20,"1,080",3.32,"2,659",0.40,6,-28.85,"2,654",0.49,"1,726",2.56,962,0.92,764,4.69,435,8.76,391,10.15,44,-2.18
2000M02,154,4.45,110,3.08,44,8.03,"2,154",3.49,"1,058",2.58,"1,095",4.37,"2,707",1.84,7,-25.44,"2,699",1.94,"1,732",2.95,976,2.03,755,4.15,442,8.89,393,6.85,49,28.52
2000M03,148,-2.95,106,-0.03,42,-9.68,"2,167",1.88,"1,077",1.63,"1,090",2.12,"2,693",1.14,9,-10.35,"2,683",1.18,"1,736",2.85,983,1.36,753,4.87,449,6.52,390,7.89,59,-1.77
2000M04,146,0.02,104,1.64,42,-3.80,"2,179",1.82,"1,092",3.25,"1,087",0.43,"2,687",1.29,6,-28.16,"2,681",1.39,"1,743",3.07,987,2.02,756,4.46,445,4.40,387,6.58,59,-8.00
2000M05,138,2.92,100,6.62,38,-5.71,"2,187",1.99,"1,108",1.59,"1,079",2.40,"2,664",1.96,7,-10.96,"2,657",2.00,"1,756",3.26,986,0.53,770,6.99,452,4.46,392,7.26,61,-10.51
2000M06,139,4.92,98,12.19,40,-9.38,"2,166",2.05,"1,089",1.80,"1,076",2.31,"2,658",2.06,8,-24.19,"2,650",2.16,"1,766",3.50,996,1.87,770,5.69,461,5.12,402,9.72,58,-18.44
2000M07,143,3.87,96,6.24,47,-0.64,"2,100",2.70,"1,066",4.14,"1,034",1.26,"2,675",1.14,8,-37.20,"2,667",1.32,"1,777",4.30,"1,008",3.78,769,4.98,469,3.94,411,6.17,58,-9.58
2000M08,145,2.17,99,3.23,46,-0.03,"2,082",2.64,"1,058",4.94,"1,024",0.36,"2,665",0.52,8,-8.98,"2,657",0.55,"1,783",4.91,"1,003",4.46,780,5.48,476,4.22,415,5.65,61,-4.60
2000M09,147,1.29,106,6.57,41,-10.26,"2,106",2.53,"1,076",4.57,"1,030",0.49,"2,675",0.45,8,-1.10,"2,666",0.45,"1,788",4.45,"1,009",3.91,780,5.14,485,-3.04,417,-1.96,68,-9.22
2000M10,150,3.55,106,7.08,44,-4.01,"2,102",1.45,"1,065",2.74,"1,037",0.16,"2,665",0.89,10,73.21,"2,655",0.73,"1,791",4.00,"1,017",4.26,774,3.66,486,1.84,425,3.25,60,-7.10
2000M11,152,7.65,111,14.22,41,-6.83,"2,093",0.01,"1,054",1.66,"1,039",-1.60,"2,660",1.89,11,27.93,"2,648",1.81,"1,795",3.98,"1,012",4.74,783,3.01,481,2.25,426,6.36,56,-21.07
2000M12,156,8.01,117,19.61,38,-16.69,"2,095",-0.68,"1,058",1.67,"1,037",-2.97,"2,666",1.58,11,49.87,"2,656",1.44,"1,798",4.02,"1,012",5.01,786,2.78,477,5.88,419,5.54,58,8.44
2001M01,166,12.25,124,25.18,43,-13.68,"2,131",0.40,"1,067",2.25,"1,065",-1.39,"2,688",1.07,9,56.70,"2,679",0.95,"1,803",4.48,"1,011",5.02,793,3.81,479,10.23,424,8.62,55,24.43
2001M02,187,21.63,130,18.72,57,28.86,"2,159",0.24,"1,091",3.10,"1,067",-2.54,"2,703",-0.12,8,8.04,"2,696",-0.14,"1,806",4.29,"1,014",3.84,792,4.86,484,9.58,433,10.27,51,4.07
2001M03,194,31.32,133,24.87,61,47.79,"2,175",0.34,"1,106",2.74,"1,068",-2.03,"2,689",-0.14,7,-20.55,"2,681",-0.07,"1,815",4.56,"1,014",3.18,801,6.36,484,7.80,433,10.85,51,-12.52
2001M04,202,38.44,145,39.33,57,36.24,"2,210",1.43,"1,120",2.61,"1,090",0.25,"2,689",0.10,6,-5.12,"2,684",0.11,"1,813",4.03,"1,015",2.82,799,5.60,483,8.38,427,10.44,56,-5.20
2001M05,196,41.85,136,35.83,60,57.76,"2,239",2.37,"1,153",3.98,"1,086",0.71,"2,649",-0.56,7,-6.02,"2,642",-0.54,"1,829",4.15,"1,016",3.05,813,5.56,489,8.10,428,9.41,61,-0.33
2001M06,207,49.35,142,44.85,65,60.32,"2,211",2.07,"1,135",4.22,"1,075",-0.10,"2,626",-1.19,9,21.29,"2,617",-1.25,"1,842",4.31,"1,021",2.52,821,6.63,481,4.41,419,4.19,62,5.88
2001M07,215,50.05,153,58.85,62,32.09,"2,155",2.65,"1,098",3.01,"1,058",2.27,"2,651",-0.88,9,11.09,"2,642",-0.92,"1,836",3.32,"1,018",0.97,818,6.41,475,1.46,416,1.15,60,3.71
2001M08,212,45.78,147,48.58,64,39.74,"2,118",1.72,"1,082",2.20,"1,036",1.23,"2,662",-0.12,6,-32.34,"2,656",-0.02,"1,840",3.21,"1,023",1.97,817,4.79,480,0.75,418,0.70,62,1.12
2001M09,209,41.63,143,34.67,65,59.72,"2,133",1.28,"1,091",1.40,"1,042",1.16,"2,673",-0.05,7,-13.27,"2,666",-0.01,"1,845",3.17,"1,027",1.79,818,4.96,491,1.22,428,2.56,63,-7.04
2001M10,206,37.56,149,41.02,57,29.30,"2,123",1.02,"1,086",2.02,"1,037",-0.02,"2,686",0.78,10,-1.26,"2,676",0.78,"1,843",2.93,"1,027",0.94,817,5.54,497,2.33,437,2.80,60,-0.96
2001M11,204,33.79,147,32.31,57,37.79,"2,106",0.60,"1,077",2.25,"1,028",-1.07,"2,684",0.93,12,1.91,"2,673",0.92,"1,850",3.03,"1,027",1.45,823,5.07,499,3.67,438,2.87,61,9.80
2001M12,209,34.49,154,31.67,55,43.13,"2,113",0.86,"1,073",1.41,"1,040",0.28,"2,678",0.45,12,9.72,"2,667",0.42,"1,847",2.72,"1,027",1.40,821,4.43,491,2.95,431,2.99,60,2.73
2002M01,212,27.51,155,25.64,57,32.94,"2,122",-0.44,"1,080",1.24,"1,042",-2.12,"2,677",-0.39,8,-3.88,"2,669",-0.38,"1,842",2.15,"1,024",1.38,818,3.14,485,1.22,428,0.84,57,4.20
2002M02,223,18.98,163,25.49,59,4.09,"2,148",-0.51,"1,099",0.71,"1,049",-1.76,"2,694",-0.33,9,12.88,"2,686",-0.36,"1,839",1.82,"1,024",0.98,815,2.89,482,-0.44,419,-3.30,63,23.81
2002M03,232,19.40,170,28.43,61,-0.10,"2,162",-0.57,"1,113",0.61,"1,049",-1.79,"2,685",-0.15,9,21.00,"2,676",-0.21,"1,835",1.12,"1,018",0.36,818,2.07,487,0.67,427,-1.31,60,17.38
2002M04,225,11.29,167,15.09,58,1.63,"2,171",-1.79,"1,112",-0.75,"1,059",-2.87,"2,680",-0.36,8,47.61,"2,671",-0.46,"1,842",1.60,"1,026",1.14,816,2.19,495,2.59,432,1.16,63,13.60
2002M05,216,10.28,155,13.63,61,2.64,"2,182",-2.52,"1,123",-2.55,"1,059",-2.48,"2,651",0.09,7,5.48,"2,644",0.08,"1,862",1.82,"1,031",1.47,831,2.25,501,2.48,435,1.59,66,8.78
2002M06,208,0.61,144,1.33,64,-0.99,"2,174",-1.64,"1,119",-1.45,"1,055",-1.83,"2,654",1.05,11,20.15,"2,643",0.98,"1,872",1.63,"1,031",0.89,842,2.55,507,5.50,442,5.43,66,5.92
2002M07,213,-0.87,149,-2.55,64,3.23,"2,125",-1.41,"1,095",-0.28,"1,030",-2.58,"2,659",0.31,11,29.48,"2,648",0.21,"1,880",2.39,"1,036",1.74,844,3.18,526,10.71,450,8.16,77,28.46
2002M08,221,4.56,156,5.65,66,2.06,"2,092",-1.21,"1,077",-0.42,"1,015",-2.04,"2,671",0.33,7,18.18,"2,664",0.29,"1,875",1.90,"1,030",0.73,845,3.37,541,12.76,471,12.64,70,13.57
2002M09,220,5.49,157,9.24,64,-2.71,"2,125",-0.38,"1,085",-0.59,"1,041",-0.17,"2,688",0.56,10,37.34,"2,678",0.46,"1,873",1.52,"1,036",0.92,837,2.27,545,11.11,473,10.54,72,14.98
2002M10,231,12.25,162,8.73,69,21.41,"2,122",-0.04,"1,095",0.79,"1,027",-0.91,"2,680",-0.23,13,31.86,"2,667",-0.34,"1,879",1.95,"1,040",1.30,839,2.76,550,10.64,463,5.91,87,45.32
2002M11,243,19.16,165,12.37,78,36.79,"2,117",0.54,"1,090",1.15,"1,027",-0.10,"2,669",-0.59,12,0.45,"2,657",-0.59,"1,885",1.90,"1,042",1.46,843,2.44,543,8.90,464,5.95,79,30.05
2002M12,251,19.90,180,16.24,71,30.19,"2,125",0.58,"1,085",1.11,"1,040",0.02,"2,660",-0.70,13,10.60,"2,647",-0.75,"1,891",2.35,"1,042",1.47,849,3.45,536,9.12,459,6.36,77,28.98
2003M01,247,16.55,182,17.04,65,15.22,"2,140",0.86,"1,078",-0.15,"1,062",1.91,"2,635",-1.59,11,32.07,"2,624",-1.69,"1,903",3.30,"1,045",2.04,857,4.87,535,10.25,464,8.38,71,24.23
2003M02,253,13.67,187,14.19,66,12.23,"2,168",0.96,"1,102",0.27,"1,066",1.70,"2,620",-2.77,11,26.58,"2,609",-2.87,"1,906",3.68,"1,038",1.40,868,6.54,535,11.11,465,11.04,70,11.54
2003M03,243,4.81,177,4.12,65,6.72,"2,189",1.23,"1,125",1.07,"1,064",1.40,"2,627",-2.17,11,20.37,"2,616",-2.24,"1,896",3.30,"1,038",2.00,858,4.91,538,10.44,466,9.13,72,19.77
2003M04,236,4.73,172,2.92,64,9.95,"2,194",1.06,"1,122",0.91,"1,072",1.22,"2,631",-1.83,12,44.26,"2,619",-1.97,"1,899",3.06,"1,040",1.36,859,5.21,542,9.47,474,9.68,68,8.02
2003M05,227,5.19,168,8.80,59,-3.91,"2,201",0.86,"1,124",0.08,"1,077",1.68,"2,634",-0.67,12,73.38,"2,621",-0.86,"1,911",2.61,"1,046",1.46,865,4.04,547,9.20,477,9.63,70,6.42
2003M06,219,5.35,154,7.05,65,1.53,"2,189",0.69,"1,119",-0.03,"1,071",1.46,"2,630",-0.90,10,-5.97,"2,620",-0.88,"1,914",2.26,"1,052",2.13,862,2.41,550,8.48,480,8.56,71,7.94
2003M07,214,0.52,150,0.59,64,0.35,"2,118",-0.32,"1,098",0.27,"1,021",-0.94,"2,642",-0.66,9,-23.64,"2,633",-0.56,"1,918",2.02,"1,055",1.87,863,2.22,567,7.78,488,8.55,79,3.31
2003M08,209,-5.37,153,-1.72,56,-14.03,"2,088",-0.22,"1,088",1.00,1000,-1.51,"2,652",-0.71,11,66.00,"2,641",-0.87,"1,927",2.77,"1,052",2.14,875,3.53,575,6.19,493,4.65,82,16.56
2003M09,217,-1.54,151,-3.72,66,3.84,"2,124",-0.07,"1,117",3.03,"1,006",-3.30,"2,655",-1.23,13,30.94,"2,642",-1.34,"1,936",3.34,"1,062",2.52,873,4.35,585,7.23,492,3.94,93,28.73
2003M10,223,-3.50,153,-5.35,70,0.81,"2,125",0.14,"1,116",1.88,"1,010",-1.72,"2,651",-1.08,12,-11.16,"2,639",-1.04,"1,941",3.30,"1,069",2.77,872,3.97,580,5.50,488,5.25,93,6.86
2003M11,228,-6.26,155,-6.29,73,-6.19,"2,144",1.27,"1,120",2.77,"1,024",-0.31,"2,626",-1.61,6,-44.40,"2,619",-1.43,"1,949",3.39,"1,076",3.32,872,3.48,572,5.30,483,4.04,89,12.67
2003M12,235,-6.33,168,-6.58,67,-5.71,"2,162",1.75,"1,107",2.05,"1,055",1.44,"2,604",-2.11,16,21.11,"2,588",-2.23,"1,953",3.30,"1,071",2.82,882,3.89,566,5.63,484,5.48,82,6.50
2004M01,239,-3.37,175,-3.65,63,-2.56,"2,170",1.37,"1,103",2.28,"1,067",0.45,"2,585",-1.87,18,58.90,"2,568",-2.13,"1,971",3.58,"1,069",2.22,902,5.23,563,5.17,487,4.96,76,6.58
2004M02,244,-3.64,179,-4.07,65,-2.46,"2,183",0.69,"1,111",0.85,"1,072",0.51,"2,581",-1.48,14,25.39,"2,567",-1.60,"1,976",3.67,"1,073",3.34,903,4.06,559,4.51,481,3.39,79,11.89
2004M03,248,2.06,174,-1.91,74,12.82,"2,187",-0.09,"1,114",-0.94,"1,072",0.80,"2,591",-1.37,13,22.65,"2,577",-1.47,"1,968",3.80,"1,075",3.61,892,4.03,549,2.05,474,1.83,75,3.50
2004M04,240,1.79,163,-5.53,78,21.50,"2,198",0.19,"1,121",-0.15,"1,077",0.55,"2,595",-1.37,14,18.10,"2,580",-1.46,"1,967",3.57,"1,071",2.94,896,4.34,546,0.70,479,1.19,66,-2.65
2004M05,230,1.15,165,-2.07,65,10.35,"2,189",-0.55,"1,124",-0.02,"1,065",-1.10,"2,568",-2.51,18,47.22,"2,550",-2.74,"1,978",3.49,"1,068",2.12,909,5.15,556,1.61,462,-3.17,94,34.01
2004M06,225,2.44,153,-0.65,71,9.77,"2,170",-0.89,"1,117",-0.13,"1,053",-1.67,"2,544",-3.29,22,114.05,"2,522",-3.75,"1,986",3.73,"1,074",2.01,912,5.83,567,3.02,460,-4.19,108,51.92
2004M07,224,4.57,152,1.57,72,11.53,"2,105",-0.63,"1,093",-0.40,"1,012",-0.87,"2,542",-3.79,17,96.52,"2,525",-4.11,"1,998",4.18,"1,079",2.28,919,6.50,589,3.88,482,-1.24,107,35.45
2004M08,222,6.27,152,-0.85,71,25.58,"2,069",-0.88,"1,078",-0.93,992,-0.84,"2,569",-3.13,15,36.51,"2,553",-3.30,"2,006",4.10,"1,075",2.16,931,6.43,593,3.24,490,-0.50,103,25.74
2004M09,230,6.25,158,4.87,72,9.39,"2,113",-0.48,"1,087",-2.77,"1,027",2.06,"2,578",-2.92,13,-2.85,"2,565",-2.92,"2,017",4.21,"1,090",2.57,928,6.21,606,3.66,496,0.89,110,18.29
2004M10,226,1.47,153,-0.19,74,5.10,"2,108",-0.80,"1,083",-2.88,"1,025",1.50,"2,569",-3.09,11,-2.11,"2,557",-3.10,"2,018",3.99,"1,090",2.01,928,6.40,610,5.16,488,0.12,122,31.63
2004M11,220,-3.24,151,-2.84,70,-4.07,"2,122",-1.01,"1,076",-3.88,"1,046",2.13,"2,556",-2.66,11,72.25,"2,545",-2.85,"2,020",3.66,"1,091",1.33,929,6.53,614,7.42,502,3.93,113,26.26
2004M12,213,-9.40,151,-10.17,62,-7.48,"2,150",-0.56,"1,084",-2.09,"1,066",1.05,"2,535",-2.65,14,-11.05,"2,521",-2.60,"2,027",3.78,"1,094",2.16,933,5.74,611,7.95,504,4.18,107,30.10
2005M01,201,-15.70,141,-19.40,60,-5.48,"2,157",-0.57,"1,108",0.48,"1,049",-1.66,"2,548",-1.46,18,2.37,"2,529",-1.49,"2,039",3.46,"1,092",2.21,947,4.95,596,5.97,490,0.71,106,39.78
2005M02,206,-15.57,144,-19.65,62,-4.30,"2,160",-1.07,"1,111",0.01,"1,048",-2.19,"2,556",-0.97,19,35.72,"2,537",-1.17,"2,049",3.67,"1,100",2.49,949,5.07,590,5.54,485,1.01,105,33.19
2005M03,214,-13.64,144,-17.45,70,-4.69,"2,176",-0.49,"1,119",0.39,"1,057",-1.41,"2,559",-1.23,19,39.98,"2,540",-1.44,"2,048",4.08,"1,100",2.33,948,6.19,587,6.87,480,1.20,107,42.99
2005M04,209,-13.14,140,-14.05,69,-11.25,"2,195",-0.16,"1,128",0.62,"1,067",-0.97,"2,552",-1.65,13,-9.89,"2,539",-1.60,"2,049",4.20,"1,098",2.50,952,6.22,582,6.63,480,0.04,102,54.18
2005M05,202,-12.20,129,-21.92,73,12.41,"2,211",0.99,"1,155",2.79,"1,055",-0.90,"2,524",-1.71,21,18.46,"2,502",-1.85,"2,059",4.10,"1,095",2.48,964,5.99,580,4.27,465,0.64,115,22.04
2005M06,198,-12.06,135,-11.75,62,-12.70,"2,196",1.20,"1,140",2.08,"1,056",0.26,"2,521",-0.91,21,-3.30,"2,499",-0.89,"2,068",4.13,"1,099",2.38,969,6.19,596,5.10,481,4.61,115,7.21
2005M07,205,-8.57,133,-12.69,72,0.13,"2,131",1.23,"1,100",0.60,"1,031",1.90,"2,523",-0.75,16,-6.94,"2,507",-0.71,"2,081",4.13,"1,107",2.63,973,5.90,625,6.01,520,7.88,105,-2.42
2005M08,214,-3.96,134,-11.50,79,12.21,"2,084",0.69,"1,096",1.72,987,-0.43,"2,531",-1.48,16,6.38,"2,514",-1.53,"2,087",4.01,"1,105",2.80,981,5.41,631,6.31,523,6.61,108,4.92
2005M09,220,-4.55,141,-11.05,79,9.69,"2,130",0.79,"1,104",1.62,"1,026",-0.09,"2,519",-2.29,15,22.36,"2,503",-2.41,"2,095",3.85,"1,107",1.56,988,6.55,645,6.47,532,7.19,114,3.21
2005M10,222,-2.09,149,-2.88,73,-0.46,"2,121",0.61,"1,101",1.64,"1,020",-0.48,"2,496",-2.85,12,5.33,"2,484",-2.88,"2,104",4.24,"1,109",1.76,995,7.16,650,6.56,532,8.92,119,-2.88
2005M11,212,-3.88,141,-6.70,71,2.20,"2,140",0.83,"1,100",2.17,"1,040",-0.54,"2,478",-3.06,18,57.36,"2,460",-3.32,"2,111",4.48,"1,113",2.03,998,7.36,653,6.31,537,7.05,116,3.00
2005M12,209,-1.98,138,-8.60,71,14.01,"2,162",0.56,"1,104",1.87,"1,058",-0.77,"2,470",-2.55,14,3.56,"2,456",-2.58,"2,112",4.19,"1,122",2.51,990,6.16,655,7.14,532,5.53,123,14.70
2006M01,201,0.02,133,-5.48,68,12.98,"2,178",0.97,"1,124",1.47,"1,054",0.44,"2,489",-2.31,14,-22.30,"2,475",-2.17,"2,106",3.27,"1,118",2.40,988,4.28,657,10.22,521,6.31,136,28.33
2006M02,195,-5.37,134,-6.87,61,-1.87,"2,205",2.10,"1,132",1.83,"1,073",2.37,"2,502",-2.12,17,-7.52,"2,485",-2.08,"2,104",2.69,"1,111",1.00,993,4.66,661,12.02,524,7.88,138,31.14
2006M03,191,-10.58,131,-8.62,60,-14.56,"2,218",1.94,"1,139",1.83,"1,079",2.06,"2,485",-2.86,12,-32.94,"2,473",-2.64,"2,110",3.03,"1,116",1.43,994,4.88,659,12.30,529,10.18,130,21.86
2006M04,189,-9.21,129,-7.98,61,-11.71,"2,237",1.95,"1,154",2.32,"1,084",1.55,"2,488",-2.51,7,-43.05,"2,481",-2.30,"2,107",2.84,"1,114",1.53,993,4.34,650,11.69,524,9.27,126,23.05
2006M05,183,-9.19,116,-10.12,68,-7.57,"2,250",1.77,"1,169",1.22,"1,080",2.37,"2,459",-2.55,12,-43.64,"2,447",-2.20,"2,116",2.80,"1,118",2.14,998,3.55,658,13.53,514,10.63,144,25.22
2006M06,185,-6.42,119,-12.23,66,6.18,"2,240",2.02,"1,159",1.67,"1,081",2.40,"2,441",-3.17,12,-42.44,"2,428",-2.84,"2,123",2.68,"1,117",1.64,"1,006",3.86,672,12.77,535,11.23,137,19.21
2006M07,195,-4.71,125,-5.99,70,-2.33,"2,160",1.37,"1,115",1.37,"1,045",1.37,"2,432",-3.61,14,-8.84,"2,418",-3.57,"2,125",2.13,"1,119",1.03,"1,006",3.37,699,11.93,564,8.49,135,29.02
2006M08,205,-4.06,115,-14.60,90,13.73,"2,124",1.93,"1,123",2.42,"1,001",1.38,"2,427",-4.10,20,23.20,"2,407",-4.27,"2,123",1.75,"1,119",1.21,"1,004",2.34,710,12.56,562,7.41,149,37.45
2006M09,211,-3.84,112,-20.04,99,24.90,"2,160",1.40,"1,152",4.30,"1,008",-1.72,"2,422",-3.84,15,-5.26,"2,408",-3.83,"2,127",1.53,"1,110",0.33,"1,017",2.88,719,11.42,558,4.90,161,41.91
2006M10,214,-3.41,120,-19.08,94,28.36,"2,155",1.60,"1,135",3.09,"1,020",-0.01,"2,406",-3.60,10,-16.96,"2,396",-3.54,"2,138",1.62,"1,109",-0.02,"1,029",3.45,726,11.66,573,7.86,153,28.68
2006M11,203,-4.19,131,-6.85,72,1.05,"2,169",1.36,"1,124",2.18,"1,045",0.49,"2,395",-3.35,8,-53.78,"2,387",-2.99,"2,140",1.38,"1,110",-0.28,"1,030",3.22,734,12.38,580,8.10,154,32.12
2006M12,199,-4.73,128,-6.84,71,-0.63,"2,181",0.86,"1,127",2.09,"1,054",-0.42,"2,392",-3.16,10,-28.82,"2,382",-3.01,"2,136",1.14,"1,112",-0.88,"1,024",3.44,741,13.12,578,8.70,163,32.21
