期間,市區_原始值,市區_年增率(%),市區_原始值,市區_年增率(%),市區_原始值,市區_年增率(%),市區_原始值,市區_年增率(%),市區_原始值,市區_年增率(%),市區_原始值,市區_年增率(%),市區_原始值,市區_年增率(%),市區_原始值,市區_年增率(%),公路_原始值,公路_年增率(%),公路_原始值,公路_年增率(%),公路_原始值,公路_年增率(%),公路_原始值,公路_年增率(%),公路_原始值,公路_年增率(%),公路_原始值,公路_年增率(%),公路_原始值,公路_年增率(%),公路_原始值,公路_年增率(%)
2008M04,"9,827",0.62,"5,751",0.36,"2,584,706",-1.30,"27,325",0.99,"67,586",4.85,"539,339",3.58,8.0,-1.21,"1,040,022",5.72,"57,141",-2.10,"7,273",-2.28,"1,032,705",-3.04,"61,111",-11.24,"20,903",-1.37,"759,764",-12.47,36.3,-11.26,"1,209,598",-6.04
2008M05,"9,874",1.20,"5,765",1.06,"2,675,979",-1.88,"28,366",0.41,"70,113",2.10,"558,072",0.16,8.0,-1.90,"1,087,262",3.23,"56,771",-2.54,"7,315",-1.69,"1,053,519",-4.94,"62,245",-11.02,"21,769",3.47,"803,620",-4.57,36.9,-7.77,"1,246,199",-0.74
2008M06,"9,832",-1.23,"5,763",1.97,"2,561,958",-1.04,"27,409",1.75,"66,523",6.41,"527,288",4.19,7.9,-2.09,"1,022,887",6.74,"56,650",-2.91,"7,279",-2.07,"980,081",-7.01,"56,965",-15.47,"20,802",7.41,"767,600",-2.29,36.9,-9.03,"1,174,706",-2.46
2008M07,"9,865",1.26,"5,727",0.25,"2,619,110",-1.58,"27,691",0.02,"65,400",3.92,"524,356",2.90,8.0,-0.98,"1,007,629",3.91,"56,477",-3.09,"7,180",-3.04,"947,862",-7.90,"56,993",-14.33,"18,621",-0.74,"792,324",-4.16,42.6,-3.45,"1,182,229",-5.67
2008M08,"11,113",12.82,"5,767",2.31,"2,634,744",-0.38,"27,928",1.59,"66,658",5.80,"511,672",0.51,7.7,-5.00,"1,030,665",6.21,"56,219",-3.42,"7,162",-2.89,"978,028",-3.74,"59,108",-8.98,"19,484",7.40,"853,657",8.42,43.8,0.95,"1,264,581",4.72
2008M09,"11,067",13.55,"5,766",2.80,"2,455,576",-2.12,"26,104",-0.54,"64,461",2.54,"515,466",1.81,8.0,-0.72,"1,005,571",6.47,"56,067",-3.45,"7,161",-3.16,"923,178",-9.30,"53,291",-17.64,"20,380",1.97,"741,270",-9.27,36.4,-11.02,"1,168,628",-11.69
2008M10,"11,034",13.34,"5,799",3.85,"2,671,630",0.90,"28,436",2.74,"71,978",5.93,"574,905",5.16,8.0,-0.73,"1,118,172",6.18,"56,000",-3.67,"7,136",-2.37,"1,013,288",-2.60,"57,191",-11.06,"21,731",-1.51,"795,239",3.16,36.6,4.74,"1,255,564",2.87
2008M11,"10,999",12.22,"5,792",2.90,"2,570,697",-2.15,"27,385",0.03,"67,269",-1.72,"537,538",-2.38,8.0,-0.67,"1,045,391",-0.47,"55,824",-4.73,"7,138",-3.04,"977,014",-6.22,"54,811",-14.65,"20,576",0.46,"755,127",-2.07,36.7,-2.52,"1,168,455",-3.52
2008M12,"10,933",8.08,"5,807",1.75,"2,703,284",0.42,"28,904",1.51,"72,512",1.60,"580,919",1.26,8.0,-0.33,"1,119,739",1.98,"55,514",-4.72,"7,160",-3.87,"1,019,981",-4.77,"57,191",-14.67,"22,154",2.45,"789,082",-3.58,35.6,-5.89,"1,242,331",-6.73
2009M01,"10,982",8.76,"5,826",1.96,"2,458,379",-8.35,"26,299",-7.00,"60,072",-11.86,"482,309",-12.47,8.0,-0.70,"928,178",-12.17,"54,872",-5.46,"7,162",-3.26,"965,513",-8.80,"57,221",-13.35,"20,343",-2.00,"787,645",5.53,38.7,7.69,"1,211,807",0.05
2009M02,"10,953",8.44,"5,875",3.74,"2,407,109",4.64,"25,520",4.78,"62,984",10.97,"505,574",9.88,8.0,-0.99,"974,285",10.87,"54,873",-4.48,"7,134",-2.03,"904,264",-5.75,"52,253",-12.56,"18,631",11.06,"729,297",1.57,39.1,-8.55,"1,067,842",-7.20
2009M03,"10,922",8.31,"5,871",2.19,"2,700,156",1.08,"28,755",2.24,"70,452",0.29,"538,147",-4.29,7.6,-4.56,"1,090,248",0.95,"54,873",-4.16,"7,076",-2.90,"1,006,025",-5.05,"58,065",-7.95,"20,477",-8.92,"791,599",-3.23,38.7,6.24,"1,176,851",-10.13
2009M04,"11,129",13.24,"5,914",2.84,"2,630,530",1.77,"28,063",2.70,"68,078",0.73,"548,373",1.68,8.1,0.94,"1,054,335",1.38,"54,831",-4.04,"7,072",-2.76,"990,406",-4.10,"56,953",-6.80,"20,220",-3.27,"770,894",1.46,38.1,4.89,"1,153,868",-4.61
2009M05,"11,168",13.10,"5,906",2.45,"2,647,926",-1.05,"28,300",-0.23,"67,424",-3.84,"543,856",-2.55,8.1,1.34,"1,044,583",-3.93,"54,803",-3.47,"7,089",-3.09,"1,017,958",-3.38,"60,305",-3.12,"21,006",-3.50,"866,312",7.80,41.2,11.72,"1,312,196",5.30
2009M06,"11,125",13.14,"6,007",4.23,"2,633,938",2.81,"28,158",2.73,"66,907",0.58,"540,803",2.56,8.1,1.97,"1,033,452",1.03,"54,420",-3.94,"7,096",-2.51,"985,229",0.53,"55,831",-1.99,"18,863",-9.32,"731,332",-4.72,38.8,5.07,"1,080,561",-8.01
2009M07,"11,175",13.28,"6,002",4.80,"2,681,454",2.38,"28,633",3.40,"65,965",0.87,"536,022",2.22,8.1,1.35,"1,005,982",-0.16,"54,446",-3.60,"7,076",-1.45,"991,331",4.59,"58,817",3.20,"18,757",0.73,"825,636",4.20,44.0,3.45,"1,212,109",2.53
2009M08,"11,242",1.16,"5,969",3.50,"2,580,943",-2.04,"27,585",-1.23,"62,374",-6.43,"501,326",-2.02,8.0,4.71,"956,621",-7.18,"54,472",-3.11,"7,086",-1.06,"954,051",-2.45,"57,159",-3.30,"18,707",-3.99,"821,448",-3.77,43.9,0.23,"1,222,332",-3.34
2009M09,"11,260",1.74,"5,969",3.52,"2,629,158",7.07,"28,099",7.64,"67,356",4.49,"545,430",5.81,8.1,1.26,"1,038,703",3.29,"54,506",-2.78,"7,057",-1.45,"1,002,025",8.54,"58,068",8.96,"19,529",-4.18,"773,853",4.40,39.6,8.94,"1,187,303",1.60
2009M10,"11,216",1.64,"5,995",3.38,"2,720,252",1.82,"29,095",2.31,"69,766",-3.07,"564,542",-1.80,8.1,1.31,"1,075,580",-3.81,"54,256",-3.11,"7,038",-1.37,"1,031,186",1.77,"60,058",5.01,"20,453",-5.88,"796,974",0.22,39.0,6.48,"1,221,283",-2.73
2009M11,"11,215",1.96,"6,053",4.51,"2,620,878",1.95,"28,025",2.34,"67,702",0.64,"546,208",1.61,8.1,0.96,"1,043,214",-0.21,"54,365",-2.61,"7,059",-1.11,"992,103",1.54,"57,344",4.62,"19,790",-3.82,"752,320",-0.37,38.0,3.59,"1,166,962",-0.13
2009M12,"11,232",2.73,"6,049",4.17,"2,731,046",1.03,"29,082",0.62,"71,894",-0.85,"580,485",-0.07,8.1,0.78,"1,110,740",-0.80,"54,420",-1.97,"7,074",-1.20,"1,024,503",0.44,"59,223",3.55,"21,030",-5.07,"801,924",1.63,38.1,7.06,"1,251,257",0.72
2010M01,"12,061",9.82,"6,498",11.53,"2,028,499",-17.49,"30,747",16.91,"71,375",18.82,"575,321",19.28,8.1,0.40,"1,096,479",18.13,"54,010",-1.57,"7,103",-0.82,"994,477",3.00,"58,280",1.85,"19,403",-4.62,"761,023",-3.38,39.2,1.30,"1,182,297",-2.44
2010M02,"12,148",10.91,"6,545",11.40,"1,687,742",-29.89,"25,742",0.87,"57,708",-8.38,"466,320",-7.76,8.1,0.67,"872,119",-10.49,"53,845",-1.87,"7,091",-0.60,"874,105",-3.34,"53,170",1.76,"16,238",-12.84,"723,851",-0.75,44.6,13.87,"1,114,649",4.38
2010M03,"12,016",10.01,"6,588",12.21,"2,064,461",-23.54,"31,403",9.21,"77,740",10.35,"624,587",16.06,8.0,5.18,"1,184,295",8.63,"53,845",-1.87,"7,040",-0.51,"1,026,108",2.00,"58,230",0.28,"20,789",1.53,"778,462",-1.66,37.4,-3.14,"1,215,072",3.25
2010M04,"11,989",7.73,"6,603",11.65,"1,989,652",-24.36,"30,081",7.19,"72,992",7.22,"584,023",6.50,8.0,-0.67,"1,120,739",6.30,"53,872",-1.75,"7,067",-0.07,"996,767",0.64,"57,690",1.29,"19,884",-1.66,"775,837",0.64,39.0,2.34,"1,209,402",4.81
2010M05,"11,952",7.03,"6,603",11.80,"2,036,975",-23.07,"30,917",9.25,"75,859",12.51,"607,179",11.64,8.0,-0.77,"1,143,012",9.42,"54,910",0.20,"7,065",-0.34,"1,027,027",0.89,"58,875",-2.37,"20,000",-4.79,"793,570",-8.40,39.7,-3.79,"1,267,494",-3.41
2010M06,"11,948",7.41,"6,581",9.56,"2,254,786",-14.39,"34,781",23.52,"71,205",6.42,"571,267",5.63,8.0,-0.74,"1,094,780",5.93,"55,108",1.26,"7,062",-0.48,"942,228",-4.36,"56,119",0.52,"19,308",2.36,"733,420",0.29,38.0,-2.02,"1,179,412",9.15
2010M07,"11,920",6.67,"6,581",9.65,"1,977,259",-26.26,"30,237",5.60,"71,197",7.93,"572,065",6.72,8.0,-1.12,"1,095,831",8.93,"55,122",1.24,"7,066",-0.14,"959,698",-3.19,"58,607",-0.36,"19,004",1.32,"823,175",-0.30,43.3,-1.59,"1,302,549",7.46
2010M08,"12,046",7.15,"6,599",10.55,"1,978,250",-23.35,"30,261",9.70,"71,266",14.26,"573,590",14.41,8.0,0.14,"1,095,697",14.54,"55,310",1.54,"7,091",0.07,"968,146",1.48,"59,343",3.82,"19,037",1.77,"849,985",3.47,44.6,1.68,"1,315,874",7.65
2010M09,"11,792",4.73,"6,590",10.40,"1,928,838",-26.64,"29,529",5.09,"72,573",7.74,"583,517",6.98,8.0,-0.71,"1,113,181",7.17,"55,310",1.47,"7,126",0.98,"942,021",-5.99,"56,461",-2.77,"19,313",-1.10,"757,786",-2.08,39.2,-0.98,"1,218,251",2.61
2010M10,"11,924",6.32,"6,629",10.58,"2,013,820",-25.97,"31,043",6.70,"77,741",11.43,"623,760",10.49,8.0,-0.84,"1,195,727",11.17,"54,766",0.94,"7,188",2.13,"974,991",-5.45,"59,317",-1.23,"20,681",1.11,"786,175",-1.36,38.0,-2.44,"1,256,101",2.85
2010M11,"12,099",7.88,"6,692",10.56,"1,975,330",-24.63,"30,559",9.04,"75,872",12.07,"600,564",9.95,7.9,-1.89,"1,185,660",13.65,"54,855",0.90,"7,215",2.21,"953,736",-3.87,"58,291",1.65,"19,127",-3.35,"732,064",-2.69,38.3,0.68,"1,171,288",0.37
2010M12,"12,115",7.87,"6,761",11.77,"2,086,505",-23.60,"32,244",10.87,"81,538",13.42,"638,894",10.06,7.8,-2.96,"1,230,458",10.78,"54,845",0.78,"7,139",0.92,"995,998",-2.78,"61,894",4.51,"19,977",-5.01,"770,612",-3.90,38.6,1.16,"1,249,164",-0.17
2011M01,"11,994",-0.55,"7,136",9.82,"2,327,266",14.73,"32,939",7.13,"77,076",7.99,"597,787",3.90,7.8,-3.78,"1,165,397",6.29,"50,576",-6.36,"7,103",0.00,"970,150",-2.45,"61,185",4.98,"18,208",-6.16,"717,530",-5.71,39.4,0.47,"1,149,302",-2.79
2011M02,"12,302",1.27,"7,211",10.18,"1,994,440",18.17,"28,169",9.43,"67,692",17.30,"508,412",9.03,7.5,-7.05,"984,243",12.86,"50,522",-6.17,"7,134",0.61,"854,320",-2.26,"57,069",7.33,"16,436",1.21,"722,097",-0.24,43.9,-1.44,"1,172,167",5.16
2011M03,"12,311",2.46,"7,216",9.53,"2,375,269",15.06,"33,773",7.55,"85,018",9.36,"647,495",3.67,7.6,-5.21,"1,257,339",6.17,"50,338",-6.51,"6,966",-1.05,"953,070",-7.12,"61,047",4.84,"19,035",-8.44,"739,642",-4.99,38.9,3.77,"1,192,323",-1.87
2011M04,"12,335",2.88,"7,262",9.98,"2,249,068",13.04,"31,723",5.46,"81,694",11.92,"610,397",4.52,7.5,-6.62,"1,188,594",6.05,"50,384",-6.47,"7,023",-0.62,"924,359",-7.26,"60,358",4.62,"19,123",-3.83,"795,691",2.56,41.6,6.64,"1,259,783",4.17
2011M05,"12,344",3.28,"7,246",9.74,"2,277,769",11.82,"32,990",6.70,"80,010",5.47,"638,602",5.18,8.0,-0.28,"1,220,934",6.82,"50,401",-8.21,"7,033",-0.45,"937,562",-8.71,"59,169",0.50,"19,210",-3.95,"807,241",1.72,42.0,5.91,"1,255,378",-0.96
2011M06,"12,859",7.62,"7,274",10.53,"2,218,341",-1.62,"32,158",-7.54,"74,731",4.95,"602,775",5.52,8.1,0.54,"1,155,824",5.58,"49,448",-10.27,"6,986",-1.08,"889,896",-5.55,"55,655",-0.83,"17,902",-7.28,"792,540",8.06,44.3,16.55,"1,196,784",1.47
2011M07,"12,848",7.79,"7,274",10.53,"2,278,641",15.24,"33,077",9.39,"74,967",5.29,"609,132",6.48,8.1,1.13,"1,167,088",6.50,"48,373",-12.24,"6,945",-1.71,"909,358",-5.25,"58,267",-0.58,"17,619",-7.29,"865,819",5.18,49.1,13.45,"1,286,759",-1.21
2011M08,"12,860",6.76,"7,258",9.99,"2,285,182",15.52,"33,157",9.57,"76,265",7.01,"622,639",8.55,8.2,1.44,"1,191,661",8.76,"48,881",-11.62,"6,927",-2.31,"913,923",-5.60,"57,695",-2.78,"17,772",-6.64,"846,974",-0.35,47.7,6.74,"1,271,050",-3.41
2011M09,"13,051",10.68,"7,293",10.67,"2,214,310",14.80,"32,175",8.96,"79,182",9.11,"644,181",10.40,8.1,1.18,"1,228,283",10.34,"48,695",-11.96,"6,922",-2.86,"892,358",-5.27,"56,067",-0.70,"18,683",-3.27,"827,076",9.14,44.3,12.83,"1,260,745",3.49
2011M10,"13,204",10.74,"7,307",10.23,"2,287,880",13.61,"33,161",6.83,"81,442",4.76,"664,321",6.50,8.2,1.66,"1,265,576",5.84,"48,673",-11.13,"6,912",-3.84,"921,087",-5.53,"57,543",-2.99,"19,202",-7.15,"844,262",7.39,44.0,15.66,"1,276,348",1.61
2011M11,"13,331",10.18,"7,347",9.79,"2,251,894",14.00,"32,682",6.95,"80,997",6.75,"662,429",10.30,8.2,3.32,"1,255,482",5.89,"48,765",-11.10,"6,938",-3.84,"894,054",-6.26,"55,172",-5.35,"18,464",-3.47,"768,152",4.93,41.6,8.70,"1,164,300",-0.60
2011M12,"14,504",19.72,"8,209",21.42,"2,327,680",11.56,"34,016",5.49,"84,622",3.78,"695,691",8.89,8.2,4.92,"1,399,528",13.74,"47,595",-13.22,"6,798",-4.78,"911,742",-8.46,"57,439",-7.20,"18,950",-5.14,"809,001",4.98,42.7,10.67,"1,240,178",-0.72
2012M01,"15,201",26.74,"7,783",9.07,"2,259,217",-2.92,"32,585",-1.07,"72,205",-6.32,"594,359",-0.57,8.2,6.13,"1,190,277",2.13,"51,181",1.20,"6,621",-6.79,"856,266",-11.74,"57,181",-6.54,"16,204",-11.01,"798,196",11.24,49.3,25.00,"1,237,002",7.63
2012M02,"15,263",24.07,"8,358",15.91,"2,235,530",12.09,"32,160",14.17,"75,846",12.05,"623,504",22.64,8.2,9.45,"1,255,228",27.53,"50,896",0.74,"6,522",-8.58,"809,652",-5.23,"52,260",-8.43,"16,136",-1.83,"770,112",6.65,47.7,8.63,"1,174,784",0.22
2012M03,"15,250",23.87,"8,395",16.34,"2,411,827",1.54,"34,729",2.83,"85,994",1.15,"703,610",8.67,8.2,7.43,"1,447,474",15.12,"50,380",0.08,"6,384",-8.35,"860,145",-9.75,"54,494",-10.73,"17,688",-7.08,"784,866",6.11,44.4,14.19,"1,206,871",1.22
2012M04,"15,356",24.49,"7,810",7.55,"2,325,345",3.39,"33,500",5.60,"81,679",-0.02,"667,713",9.39,8.2,9.41,"1,366,974",15.01,"50,233",-0.30,"6,391",-9.00,"837,178",-9.43,"53,979",-10.57,"17,238",-9.85,"805,315",1.21,46.7,12.27,"1,235,748",-1.91
2012M05,"15,812",28.09,"7,899",9.01,"2,442,121",7.22,"35,145",6.53,"87,257",9.06,"708,822",11.00,8.1,1.78,"1,452,362",18.95,"49,955",-0.88,"6,378",-9.31,"851,559",-9.17,"54,509",-7.88,"17,545",-8.67,"792,116",-1.87,45.1,7.44,"1,213,929",-3.30
2012M06,"15,854",23.29,"8,052",10.70,"2,333,834",5.21,"33,726",4.88,"79,469",6.34,"653,447",8.41,8.2,1.94,"1,339,378",15.88,"45,857",-7.26,"6,417",-8.14,"797,004",-10.44,"52,212",-6.19,"15,947",-10.92,"740,791",-6.53,46.5,4.93,"1,135,071",-5.16
2012M07,"16,332",27.12,"8,312",14.27,"2,437,214",6.96,"35,550",7.48,"80,461",7.33,"644,097",5.74,8.0,-1.48,"1,365,954",17.04,"49,555",2.44,"6,282",-9.55,"823,149",-9.48,"54,767",-6.01,"15,690",-10.95,"824,646",-4.76,52.6,6.96,"1,226,233",-4.70
2012M08,"16,621",29.24,"8,288",14.19,"2,418,703",5.84,"35,401",6.77,"80,624",5.72,"646,718",3.87,8.0,-1.75,"1,369,827",14.95,"49,375",1.01,"6,300",-9.05,"794,003",-13.12,"52,315",-9.32,"15,198",-14.48,"790,778",-6.63,52.0,9.18,"1,183,164",-6.91
2012M09,"16,710",28.03,"8,311",13.96,"2,390,127",7.94,"34,968",8.68,"84,844",7.15,"709,841",10.19,8.4,2.84,"1,436,457",16.95,"44,840",-7.92,"6,342",-8.38,"797,062",-10.68,"52,351",-6.63,"16,198",-13.30,"793,033",-4.12,49.0,10.59,"1,208,015",-4.18
2012M10,"17,105",29.54,"8,376",14.63,"2,501,594",9.34,"36,687",10.63,"89,892",10.38,"751,720",13.16,8.4,2.52,"1,521,263",20.20,"44,579",-8.41,"6,288",-9.03,"820,013",-10.97,"53,300",-7.37,"16,813",-12.44,"781,790",-7.40,46.5,5.75,"1,198,086",-6.13
2012M11,"17,212",29.12,"8,320",13.24,"2,431,410",7.97,"35,682",9.18,"86,582",6.90,"727,087",9.76,8.4,2.68,"1,462,186",16.46,"44,669",-8.40,"6,293",-9.30,"794,916",-11.09,"51,363",-6.90,"15,955",-13.59,"743,296",-3.24,46.6,11.98,"1,136,686",-2.37
2012M12,"18,307",26.22,"8,507",3.63,"2,513,075",7.96,"37,078",9.00,"89,856",6.19,"756,945",8.80,8.4,2.47,"1,519,485",8.57,"43,740",-8.10,"6,285",-7.55,"809,462",-11.22,"53,181",-7.41,"16,439",-13.25,"772,507",-4.51,47.0,10.08,"1,201,528",-3.12
2013M01,"19,163",26.06,"8,662",11.29,"2,580,143",14.21,"37,987",16.58,"86,622",19.97,"735,651",23.77,8.5,3.17,"1,476,123",24.02,"42,574",-16.82,"5,974",-9.77,"768,619",-10.24,"51,435",-10.05,"14,593",-9.94,"728,023",-8.79,49.9,1.28,"1,091,024",-11.80
2013M02,...,...,...,...,"2,232,328",-0.14,"31,890",-0.84,"72,124",-4.91,"617,448",-0.97,8.6,4.14,"1,232,557",-1.81,"42,374",-16.74,"5,905",-9.46,"678,148",-16.24,"47,027",-10.01,"13,031",-19.24,"717,723",-6.80,55.1,15.40,"1,096,885",-6.63
2013M03,...,...,...,...,"2,567,019",6.43,"37,890",9.10,"91,570",6.48,"769,874",9.42,8.4,2.76,"1,542,500",6.56,"42,557",-15.53,"5,912",-7.39,"755,425",-12.17,"51,086",-6.25,"15,413",-12.87,"768,167",-2.13,49.8,12.32,"1,182,042",-2.06
2013M04,...,...,...,...,"2,544,692",9.43,"36,579",9.19,"86,573",5.99,"723,620",8.37,8.4,2.25,"1,466,219",7.26,"42,559",-15.28,"5,896",-7.75,"731,371",-12.64,"49,495",-8.31,"14,609",-15.25,"732,054",-9.10,50.1,7.26,"1,118,132",-9.52
2013M05,...,...,...,...,"2,650,866",8.55,"38,029",8.20,"92,041",5.48,"775,431",9.40,8.4,3.71,"1,562,252",7.57,"42,559",-14.80,"5,908",-7.37,"757,211",-11.08,"51,432",-5.65,"15,108",-13.89,"752,380",-5.02,49.8,10.30,"1,142,832",-5.86
2013M06,...,...,...,...,"2,540,062",8.84,"36,842",9.24,"84,986",6.94,"722,210",10.52,8.5,3.35,"1,442,571",7.70,"42,486",-7.35,"5,948",-7.31,"728,283",-8.62,"50,028",-4.18,"14,378",-9.84,"748,547",1.05,52.1,12.07,"1,134,904",-0.01
2013M07,...,...,...,...,"2,632,962",8.03,"38,075",7.10,"83,836",4.20,"714,732",10.97,8.5,6.50,"1,427,852",4.53,"42,174",-14.89,"5,931",-5.59,"729,716",-11.35,"50,433",-7.91,"13,783",-12.15,"761,550",-7.65,55.3,5.12,"1,133,816",-7.54
2013M08,...,...,...,...,"2,624,723",8.52,"38,347",8.32,"82,655",2.52,"711,492",10.02,8.6,7.31,"1,427,693",4.22,"42,557",-13.81,"5,941",-5.70,"742,915",-6.43,"51,479",-1.60,"13,896",-8.57,"789,155",-0.21,56.8,9.15,"1,185,247",0.18
2013M09,...,...,...,...,"2,576,715",7.81,"37,704",7.82,"86,361",1.79,"736,752",3.79,8.5,1.97,"1,477,117",2.83,"40,999",-8.57,"5,881",-7.27,"725,396",-8.99,"50,202",-4.11,"14,301",-11.71,"756,787",-4.57,52.9,8.08,"1,153,684",-4.50
2013M10,...,...,...,...,"2,723,104",8.85,"39,598",7.93,"93,645",4.18,"800,322",6.47,8.5,2.20,"1,599,899",5.17,"40,969",-8.10,"5,913",-5.96,"746,590",-8.95,"51,114",-4.10,"15,050",-10.49,"750,098",-4.05,49.8,7.19,"1,153,471",-3.72
2013M11,...,...,...,...,"2,604,918",7.14,"38,220",7.11,"91,134",5.26,"783,914",7.82,8.6,2.43,"1,541,678",5.44,"41,037",-8.13,"5,958",-5.32,"729,880",-8.18,"50,428",-1.82,"14,668",-8.07,"748,760",0.74,51.0,9.58,"1,137,581",0.08
2013M12,...,...,...,...,"2,720,282",8.25,"39,666",6.98,"93,785",4.37,"800,760",5.79,8.5,1.36,"1,587,353",4.47,"41,051",-6.15,"5,953",-5.28,"756,752",-6.51,"52,456",-1.36,"14,987",-8.83,"769,896",-0.34,51.4,9.32,"1,175,499",-2.17
2014M01,...,...,...,...,"2,604,608",0.95,"38,790",2.11,"85,775",-0.98,"748,608",1.76,8.7,2.77,"1,500,647",1.66,"40,766",-4.25,"5,972",-0.03,"746,709",-2.85,"52,895",2.84,"14,009",-4.00,"743,133",2.08,53.0,6.33,"1,152,665",5.65
2014M02,...,...,...,...,"2,294,187",2.77,"33,668",5.57,"77,457",7.39,"672,242",8.87,8.7,1.38,"1,330,071",7.91,"40,989",-3.27,"6,003",1.66,"670,527",-1.12,"47,445",0.89,"13,184",1.18,"728,340",1.48,55.2,0.30,"1,108,491",1.06
2014M03,...,...,...,...,"2,627,900",2.37,"38,708",2.16,"91,941",0.40,"790,906",2.73,8.6,2.32,"1,579,972",2.43,"40,894",-3.91,"5,917",0.08,"748,830",-0.87,"51,347",0.51,"14,900",-3.33,"776,754",1.12,52.1,4.60,"1,182,462",0.04
2014M04,...,...,...,...,"2,599,037",2.14,"38,152",4.30,"88,709",2.47,"767,336",6.04,8.7,3.49,"1,493,927",1.89,"40,722",-4.32,"5,846",-0.85,"725,906",-0.75,"49,920",0.86,"14,607",-0.01,"754,426",3.06,51.6,3.07,"1,135,685",1.57
2014M05,...,...,...,...,"2,686,288",1.34,"39,598",4.13,"93,082",1.13,"801,058",3.30,8.6,2.15,"1,564,201",0.12,"40,764",-4.22,"5,869",-0.66,"755,176",-0.27,"52,485",2.05,"14,876",-1.54,"775,786",3.11,52.1,4.72,"1,187,118",3.88
2014M06,...,...,...,...,"2,604,971",2.56,"38,239",3.79,"86,492",1.77,"754,304",4.44,8.7,2.63,"1,458,016",1.07,"40,668",-4.28,"5,893",-0.92,"722,259",-0.83,"50,224",0.39,"14,238",-0.98,"748,961",0.06,52.6,1.04,"1,116,424",-1.63
