期間,定期存款--合計_原始值,定期存款--合計_年增率(%),定期存款--合計_原始值,定期存款--合計_年增率(%),"定期存款--100,000元以下_原始值","定期存款--100,000元以下_年增率(%)","定期存款--100,000元以下_原始值","定期存款--100,000元以下_年增率(%)","定期存款--100,001~500,000元_原始值","定期存款--100,001~500,000元_年增率(%)","定期存款--100,001~500,000元_原始值","定期存款--100,001~500,000元_年增率(%)","定期存款--500,001~1,000,000元_原始值","定期存款--500,001~1,000,000元_年增率(%)","定期存款--500,001~1,000,000元_原始值","定期存款--500,001~1,000,000元_年增率(%)","定期存款--1,000,000元以上_原始值","定期存款--1,000,000元以上_年增率(%)","定期存款--1,000,000元以上_原始值","定期存款--1,000,000元以上_年增率(%)",定期儲蓄存款--合計_原始值,定期儲蓄存款--合計_年增率(%),定期儲蓄存款--合計_原始值,定期儲蓄存款--合計_年增率(%),"定期儲蓄存款--100,000元以下_原始值","定期儲蓄存款--100,000元以下_年增率(%)","定期儲蓄存款--100,000元以下_原始值","定期儲蓄存款--100,000元以下_年增率(%)","定期儲蓄存款--100,001~500,000元_原始值","定期儲蓄存款--100,001~500,000元_年增率(%)","定期儲蓄存款--100,001~500,000元_原始值","定期儲蓄存款--100,001~500,000元_年增率(%)","定期儲蓄存款--500,001~1,000,000元_原始值","定期儲蓄存款--500,001~1,000,000元_年增率(%)","定期儲蓄存款--500,001~1,000,000元_原始值","定期儲蓄存款--500,001~1,000,000元_年增率(%)","定期儲蓄存款--1,000,001元以上_原始值","定期儲蓄存款--1,000,001元以上_年增率(%)","定期儲蓄存款--1,000,001元以上_原始值","定期儲蓄存款--1,000,001元以上_年增率(%)",定期儲存存款--國軍同袍儲蓄會(一戶)_原始值,定期儲存存款--國軍同袍儲蓄會(一戶)_年增率(%),定期儲存存款--國軍同袍儲蓄會(一戶)_原始值,定期儲存存款--國軍同袍儲蓄會(一戶)_年增率(%)
2006M02,"1,545,287",8.36,"3,126,721",7.92,"273,373",13.56,"17,539",11.56,"614,305",7.60,"200,009",6.75,"323,332",5.94,"278,583",5.82,"334,277",8.12,"2,630,590",8.22,"9,133,582",3.94,"7,149,137",5.91,"1,774,886",1.73,"109,477",1.80,"4,098,110",1.87,"1,319,076",2.39,"2,125,962",6.82,"1,717,013",3.44,"1,134,624",10.19,"3,989,880",8.42,-,-,"13,691",-4.33
2006M03,"1,552,208",6.86,"3,073,660",4.79,"277,829",12.69,"17,767",10.20,"616,575",5.91,"200,452",4.96,"324,276",5.56,"279,456",5.68,"333,528",5.32,"2,575,985",4.64,"9,138,243",3.56,"7,163,044",5.32,"1,771,110",1.35,"109,404",1.49,"4,097,246",1.64,"1,319,305",2.15,"2,130,950",6.26,"1,721,579",7.81,"1,138,937",9.56,"3,999,065",5.49,-,-,"13,691",-3.66
2006M04,"1,546,508",5.84,"3,050,365",2.85,"278,238",12.33,"17,761",9.56,"614,277",5.67,"199,593",4.98,"322,663",4.08,"277,937",4.10,"331,330",2.84,"2,555,074",2.51,"9,116,051",2.92,"7,169,822",4.94,"1,762,397",0.80,"109,031",0.99,"4,084,456",1.08,"1,315,649",1.53,"2,129,342",5.41,"1,720,735",6.85,"1,139,856",8.76,"4,010,916",5.44,-,-,"13,491",-4.39
2006M05,"1,546,992",5.92,"3,081,046",3.47,"277,342",12.49,"17,670",9.20,"613,917",5.58,"199,579",5.14,"322,673",4.31,"277,883",4.31,"333,060",3.06,"2,585,914",3.22,"9,216,566",3.84,"7,214,260",5.30,"1,775,708",1.64,"109,963",1.79,"4,137,051",2.32,"1,333,407",2.78,"2,157,109",6.19,"1,751,980",8.18,"1,146,698",8.75,"4,005,501",5.08,-,-,"13,409",-4.97
2006M06,"1,555,294",6.26,"3,120,131",1.83,"277,933",12.92,"17,728",9.55,"614,942",5.77,"200,041",5.37,"325,407",4.62,"280,255",4.51,"337,012",3.67,"2,622,107",1.24,"9,185,829",3.16,"7,191,131",4.40,"1,767,257",1.14,"109,439",1.17,"4,119,255",1.68,"1,328,327",2.17,"2,153,418",5.39,"1,751,142",7.37,"1,145,899",7.84,"3,988,814",4.01,-,-,"13,409",-4.36
2006M07,"1,747,036",17.84,"3,527,530",17.72,"308,611",24.11,"20,595",26.15,"690,766",17.50,"224,931",17.16,"368,470",16.47,"316,900",16.08,"379,189",15.02,"2,965,104",17.88,"9,677,731",8.36,"7,515,726",8.65,"1,860,190",6.55,"115,423",6.62,"4,348,973",7.23,"1,404,939",7.89,"2,274,160",10.63,"1,856,518",13.07,"1,194,408",11.19,"4,125,437",7.14,-,-,"13,409",-4.23
2006M08,"1,761,406",17.10,"3,485,202",18.42,"312,230",24.22,"20,732",25.72,"696,304",16.67,"226,503",16.11,"370,318",14.57,"320,028",14.69,"382,554",14.94,"2,917,939",18.98,"9,698,297",8.23,"7,532,087",8.09,"1,859,546",6.60,"115,450",6.65,"4,353,954",7.24,"1,402,519",7.55,"2,285,841",10.55,"1,870,290",13.08,"1,198,956",10.13,"4,138,593",6.43,-,-,"5,235",-62.48
2006M09,"1,774,247",16.76,"3,490,730",17.42,"315,419",24.10,"20,170",21.41,"701,292",16.40,"227,652",15.60,"371,222",13.58,"319,742",13.32,"386,314",14.93,"2,923,166",18.01,"9,694,283",8.04,"7,535,139",7.54,"1,856,778",6.58,"115,410",6.69,"4,351,143",7.20,"1,412,036",8.28,"2,287,507",10.25,"1,873,078",12.67,"1,198,855",9.28,"4,133,650",5.51,-,-,965,-93.05
2006M10,"1,795,205",17.51,"3,498,422",16.99,"319,900",24.97,"29,351",75.84,"709,329",17.21,"230,435",16.48,"378,015",14.99,"325,543",14.74,"387,961",14.85,"2,913,093",16.90,"9,703,891",7.99,"7,518,953",6.91,"1,862,075",7.03,"114,920",6.32,"4,351,576",7.24,"1,403,407",7.60,"2,290,311",9.89,"1,875,074",12.21,"1,199,929",8.66,"4,124,717",4.80,-,-,835,-93.96
2006M11,"1,806,510",18.07,"3,524,895",17.09,"326,959",26.78,"20,583",23.07,"712,749",17.29,"231,623",14.64,"379,964",16.10,"327,174",16.41,"386,838",14.74,"2,945,515",17.32,"9,690,954",7.66,"7,506,887",6.57,"1,865,287",7.33,"115,247",7.44,"4,341,158",7.00,"1,400,452",6.10,"2,285,704",9.17,"1,871,343",11.99,"1,198,805",7.76,"4,119,010",4.76,-,-,835,-93.96
2006M12,"1,798,618",18.06,"3,541,944",17.77,"330,018",26.54,"20,647",23.70,"710,631",17.11,"230,715",14.37,"376,015",16.25,"323,735",16.63,"381,954",14.92,"2,966,847",18.13,"9,669,255",7.07,"7,497,269",6.06,"1,865,820",6.96,"114,890",7.00,"4,327,127",6.42,"1,396,262",5.47,"2,279,946",8.42,"1,869,809",10.96,"1,196,362",7.01,"4,115,923",4.50,-,-,385,-97.19
2007M01,"1,824,876",19.17,"3,585,240",16.19,"336,599",27.22,"20,913",23.21,"720,845",18.24,"234,125",15.62,"382,587",18.26,"329,549",18.68,"384,845",15.34,"3,000,653",15.92,"9,608,560",5.95,"7,466,118",5.13,"1,853,751",5.88,"113,609",5.50,"4,295,005",5.32,"1,388,159",4.49,"2,267,393",7.21,"1,860,558",9.62,"1,192,411",5.95,"4,103,792",3.77,-,-,-,-
2007M02,"1,870,300",21.03,"3,594,185",14.95,"349,305",27.78,"21,640",23.38,"738,097",20.15,"239,260",19.62,"390,555",20.79,"336,284",20.71,"392,343",17.37,"2,997,001",13.93,"9,619,463",5.32,"7,449,382",4.20,"1,859,858",4.79,"113,683",3.84,"4,296,081",4.83,"1,388,867",5.29,"2,270,312",6.79,"1,864,542",8.59,"1,193,212",5.16,"4,082,290",2.32,-,-,-,-
2007M03,"1,910,335",23.07,"3,661,654",19.13,"365,379",31.51,"22,314",25.59,"752,786",22.09,"243,696",21.57,"395,487",21.96,"340,473",21.83,"396,683",18.94,"3,055,171",18.60,"9,650,887",5.61,"7,454,054",4.06,"1,884,546",6.40,"114,299",4.47,"4,300,765",4.97,"1,390,613",5.40,"2,273,283",6.68,"1,867,762",8.49,"1,192,293",4.68,"4,081,380",2.06,-,-,-,-
2007M04,"1,924,051",24.41,"3,684,099",20.78,"371,502",33.52,"22,491",26.63,"755,977",23.07,"244,524",22.51,"396,456",22.87,"341,133",22.74,"400,116",20.76,"3,075,951",20.39,"9,628,302",5.62,"7,431,786",3.65,"1,882,568",6.82,"113,941",4.50,"4,288,069",4.99,"1,387,155",5.44,"2,268,295",6.53,"1,863,474",8.30,"1,189,370",4.34,"4,067,216",1.40,-,-,-,-
2007M05,"1,923,197",24.32,"3,681,076",19.47,"374,070",34.88,"22,490",27.28,"754,043",22.82,"244,004",22.26,"394,643",22.30,"339,618",22.22,"400,441",20.23,"3,074,964",18.91,"9,575,447",3.89,"7,385,037",2.37,"1,874,575",5.57,"113,124",2.87,"4,262,766",3.04,"1,377,998",3.34,"2,254,926",4.53,"1,853,114",5.77,"1,183,180",3.18,"4,040,801",0.88,-,-,-,-
2007M06,"1,903,485",22.39,"3,655,494",17.16,"371,107",33.52,"22,211",25.29,"749,004",21.80,"243,488",21.72,"389,563",19.72,"335,441",19.69,"393,811",16.85,"3,054,354",16.48,"9,510,582",3.54,"7,339,666",2.07,"1,858,964",5.19,"112,257",2.57,"4,234,783",2.80,"1,364,624",2.73,"2,240,071",4.02,"1,840,766",5.12,"1,176,764",2.69,"4,022,019",0.83,-,-,-,-
2007M07,"1,881,810",7.71,"3,584,137",1.60,"368,819",19.51,"21,936",6.51,"742,805",7.53,"242,641",7.87,"382,760",3.88,"329,527",3.98,"387,426",2.17,"2,990,033",0.84,"9,483,702",-2.00,"7,327,139",-2.51,"1,853,146",-0.38,"111,463",-3.43,"4,218,668",-3.00,"1,342,357",-4.45,"2,235,111",-1.72,"1,824,777",-1.71,"1,176,777",-1.48,"4,048,542",-1.86,-,-,-,-
2007M08,"1,876,418",6.53,"3,561,447",2.19,"351,570",12.60,"21,989",6.06,"739,704",6.23,"240,643",6.24,"394,468",6.52,"340,969",6.54,"390,676",2.12,"2,957,846",1.37,"9,396,293",-3.11,"7,306,445",-3.00,"1,782,415",-4.15,"110,615",-4.19,"4,203,454",-3.46,"1,337,429",-4.64,"2,234,877",-2.23,"1,825,347",-2.40,"1,175,547",-1.95,"4,033,054",-2.55,-,-,-,-
2007M09,"1,894,145",6.76,"3,516,994",0.75,"354,947",12.53,"22,162",9.88,"744,150",6.11,"242,077",6.34,"401,527",8.16,"347,574",8.70,"393,521",1.87,"2,905,181",-0.62,"9,378,659",-3.26,"7,290,170",-3.25,"1,774,365",-4.44,"110,213",-4.50,"4,195,067",-3.59,"1,335,415",-5.43,"2,232,840",-2.39,"1,823,996",-2.62,"1,176,387",-1.87,"4,020,546",-2.74,-,-,-,-
2007M10,"1,932,688",7.66,"3,664,301",4.74,"363,743",13.71,"22,621",-22.93,"757,746",6.83,"246,667",7.04,"408,477",8.06,"353,804",8.68,"402,722",3.80,"3,041,209",4.40,"9,343,389",-3.72,"7,274,025",-3.26,"1,764,329",-5.25,"109,577",-4.65,"4,177,099",-4.01,"1,331,610",-5.12,"2,226,156",-2.80,"1,818,371",-3.02,"1,175,805",-2.01,"4,014,467",-2.67,-,-,-,-
2007M11,"1,951,690",8.04,"3,790,420",7.53,"365,614",11.82,"22,695",10.26,"768,961",7.89,"250,916",8.33,"407,453",7.23,"351,845",7.54,"409,662",5.90,"3,164,964",7.45,"9,317,114",-3.86,"7,244,830",-3.49,"1,754,084",-5.96,"109,031",-5.39,"4,164,651",-4.07,"1,337,973",-4.46,"2,222,280",-2.77,"1,815,885",-2.96,"1,176,099",-1.89,"3,981,941",-3.33,-,-,-,-
2007M12,"1,996,970",11.03,"3,883,464",9.64,"370,391",12.23,"22,904",10.93,"783,071",10.19,"255,847",10.89,"430,495",14.49,"373,956",15.51,"413,013",8.13,"3,230,757",8.90,"9,293,570",-3.89,"7,211,544",-3.81,"1,747,705",-6.33,"108,714",-5.38,"4,153,069",-4.02,"1,335,077",-4.38,"2,218,319",-2.70,"1,812,632",-3.06,"1,174,477",-1.83,"3,955,121",-3.91,-,-,-,-
2008M01,"2,053,813",12.55,"3,976,645",10.92,"383,518",13.94,"23,623",12.96,"798,553",10.78,"260,784",11.39,"450,407",17.73,"393,462",19.39,"421,335",9.48,"3,298,776",9.94,"9,309,033",-3.12,"7,175,683",-3.89,"1,750,095",-5.59,"108,852",-4.19,"4,160,844",-3.12,"1,334,564",-3.86,"2,220,298",-2.08,"1,813,064",-2.55,"1,177,796",-1.23,"3,919,203",-4.50,-,-,-,-
2008M02,"2,120,502",13.38,"4,129,265",14.89,"411,734",17.87,"25,181",16.36,"823,384",11.55,"267,685",11.88,"455,945",16.74,"397,654",18.25,"429,439",9.45,"3,438,745",14.74,"9,410,627",-2.17,"7,184,835",-3.55,"1,783,046",-4.13,"110,949",-2.40,"4,205,231",-2.11,"1,350,351",-2.77,"2,238,301",-1.41,"1,827,500",-1.99,"1,184,049",-0.77,"3,896,035",-4.56,-,-,-,-
2008M03,"2,169,069",13.54,"4,314,140",17.82,"424,989",16.31,"25,817",15.70,"845,297",12.29,"274,644",12.70,"459,254",16.12,"399,789",17.42,"439,529",10.80,"3,613,890",18.29,"9,431,738",-2.27,"7,168,323",-3.83,"1,792,062",-4.91,"111,193",-2.72,"4,210,918",-2.09,"1,350,358",-2.89,"2,242,050",-1.37,"1,830,769",-1.98,"1,186,708",-0.47,"3,876,003",-5.03,-,-,-,-
2008M04,"2,187,892",13.71,"4,440,847",20.54,"436,177",17.41,"26,373",17.26,"847,360",12.09,"274,934",12.44,"458,702",15.70,"399,035",16.97,"445,653",11.38,"3,740,505",21.60,"9,472,682",-1.62,"7,175,741",-3.45,"1,795,225",-4.64,"111,581",-2.07,"4,232,016",-1.31,"1,357,998",-2.10,"2,253,436",-0.66,"1,839,952",-1.26,"1,192,005",0.22,"3,866,210",-4.94,-,-,-,-
2008M05,"2,197,157",14.25,"4,460,090",21.16,"444,549",18.84,"26,860",19.43,"856,535",13.59,"277,913",13.90,"447,725",13.45,"386,717",13.87,"448,348",11.96,"3,768,600",22.56,"9,516,399",-0.62,"7,189,938",-2.64,"1,802,745",-3.83,"111,972",-1.02,"4,251,160",-0.27,"1,369,238",-0.64,"2,264,818",0.44,"1,850,086",-0.16,"1,197,676",1.23,"3,858,642",-4.51,-,-,-,-
2008M06,"2,183,283",14.70,"4,425,681",21.07,"445,603",20.07,"26,879",21.02,"855,291",14.19,"277,366",13.91,"432,283",10.97,"370,447",10.44,"450,106",14.29,"3,750,989",22.81,"9,540,820",0.32,"7,192,451",-2.01,"1,804,263",-2.94,"112,168",-0.08,"4,262,808",0.66,"1,374,397",0.72,"2,273,518",1.49,"1,857,893",0.93,"1,200,231",1.99,"3,847,993",-4.33,-,-,-,-
2008M07,"2,255,242",19.84,"4,537,038",26.59,"468,872",27.13,"28,164",28.39,"880,315",18.51,"285,530",17.68,"444,538",16.14,"381,039",15.63,"461,517",19.12,"3,842,305",28.50,"9,623,629",1.48,"7,207,952",-1.63,"1,816,995",-1.95,"113,083",1.45,"4,303,409",2.01,"1,388,161",3.41,"2,294,412",2.65,"1,875,460",2.78,"1,208,813",2.72,"3,831,248",-5.37,-,-,-,-
2008M08,"2,339,345",24.67,"4,448,084",24.90,"493,177",40.28,"29,427",33.83,"911,260",23.19,"295,829",22.93,"460,364",16.71,"394,577",15.72,"474,544",21.47,"3,728,251",26.05,"9,719,288",3.44,"7,246,975",-0.81,"1,836,312",3.02,"114,299",3.33,"4,347,116",3.42,"1,402,145",4.84,"2,317,326",3.69,"1,894,582",3.79,"1,218,534",3.66,"3,835,949",-4.89,-,-,-,-
2008M09,"2,402,620",26.84,"4,446,016",26.42,"512,635",44.43,"30,446",37.38,"931,444",25.17,"302,165",24.82,"472,528",17.68,"405,239",16.59,"486,013",23.50,"3,708,166",27.64,"9,829,602",4.81,"7,314,500",0.33,"1,858,454",4.74,"115,738",5.01,"4,398,139",4.84,"1,419,972",6.33,"2,343,318",4.95,"1,917,056",5.10,"1,229,691",4.53,"3,861,734",-3.95,-,-,-,-
2008M10,"2,542,531",31.55,"4,695,628",28.15,"554,810",52.53,"32,819",45.08,"973,908",28.53,"315,919",28.08,"496,822",21.63,"426,621",20.58,"516,991",28.37,"3,920,269",28.90,"10,031,593",7.37,"7,439,401",2.27,"1,893,630",7.33,"117,823",7.53,"4,487,019",7.42,"1,451,221",8.98,"2,394,414",7.56,"1,961,576",7.88,"1,256,530",6.87,"3,908,781",-2.63,-,-,-,-
2008M11,"2,643,397",35.44,"4,866,586",28.39,"574,146",57.04,"36,360",60.21,"993,197",29.16,"326,188",30.00,"508,106",24.70,"435,440",23.76,"567,948",38.64,"4,068,598",28.55,"10,133,836",8.77,"7,498,666",3.50,"1,915,216",9.19,"119,313",9.43,"4,531,908",8.82,"1,466,511",9.61,"2,417,539",8.79,"1,981,070",9.10,"1,269,173",7.91,"3,931,772",-1.26,-,-,-,-
2008M12,"2,648,731",32.64,"4,868,978",25.38,"586,104",58.24,"33,993",48.42,"1,018,642",30.08,"330,617",29.22,"514,686",19.56,"440,956",17.92,"529,299",28.16,"4,063,412",25.77,"10,315,071",10.99,"7,618,540",5.64,"1,954,150",11.81,"121,678",11.92,"4,607,244",10.94,"1,493,071",11.83,"2,460,368",10.91,"2,017,604",11.31,"1,293,309",10.12,"3,986,187",0.79,-,-,-,-
2009M01,"2,614,086",27.28,"4,820,313",21.22,"578,691",50.89,"34,096",44.33,"1,006,339",26.02,"326,160",25.07,"506,949",12.55,"433,966",10.29,"522,107",23.92,"4,026,091",22.05,"10,356,559",11.25,"7,631,756",6.36,"1,970,023",12.57,"122,791",12.81,"4,623,623",11.12,"1,498,111",12.25,"2,465,287",11.03,"2,023,550",11.61,"1,297,626",10.17,"3,987,304",1.74,-,-,-,-
2009M02,"2,586,841",21.99,"4,798,689",16.21,"587,266",42.63,"34,187",35.77,"987,393",19.92,"318,716",19.06,"494,517",8.46,"422,715",6.30,"517,665",20.54,"4,023,071",16.99,"10,405,677",10.57,"7,628,848",6.18,"2,001,590",12.26,"124,165",11.91,"4,634,848",10.22,"1,498,702",10.99,"2,467,462",10.24,"2,024,845",10.80,"1,301,777",9.94,"3,981,136",2.18,-,-,-,-
2009M03,"2,524,599",16.39,"4,762,628",10.40,"571,939",34.58,"33,518",29.83,"959,951",13.56,"308,914",12.48,"480,288",4.58,"410,223",2.61,"512,421",16.58,"4,009,973",10.96,"10,366,177",9.91,"7,604,313",6.08,"1,987,227",10.89,"123,700",11.25,"4,616,754",9.64,"1,492,319",10.51,"2,460,204",9.73,"2,018,162",10.24,"1,301,992",9.71,"3,970,132",2.43,-,-,-,-
2009M04,"2,479,281",13.32,"4,748,533",6.93,"568,004",30.22,"33,122",25.59,"934,545",10.29,"300,112",9.16,"466,021",1.60,"397,891",-0.29,"510,711",14.60,"4,017,408",7.40,"10,317,493",8.92,"7,568,859",5.48,"1,977,294",10.14,"123,065",10.29,"4,591,136",8.49,"1,483,158",9.22,"2,448,829",8.67,"2,007,743",9.12,"1,300,234",9.08,"3,954,893",2.29,-,-,-,-
2009M05,"2,425,117",10.38,"4,685,587",5.06,"555,813",25.03,"32,411",20.67,"909,331",6.16,"291,888",5.03,"452,267",1.01,"386,589",-0.03,"507,706",13.24,"3,974,699",5.47,"10,265,349",7.87,"7,532,807",4.77,"1,967,779",9.15,"122,504",9.41,"4,564,331",7.37,"1,475,348",7.75,"2,435,897",7.55,"1,997,244",7.95,"1,297,342",8.32,"3,937,711",2.05,-,-,-,-
2009M06,"2,388,105",9.38,"4,685,468",5.87,"541,840",21.60,"31,561",17.42,"888,739",3.91,"285,162",2.81,"442,969",2.47,"378,469",2.17,"514,557",14.32,"3,990,276",6.38,"10,205,811",6.97,"7,489,919",4.14,"1,957,073",8.47,"121,793",8.58,"4,532,471",6.33,"1,464,916",6.59,"2,420,493",6.46,"1,983,970",6.79,"1,295,774",7.96,"3,919,240",1.85,-,-,-,-
2009M07,"2,388,603",5.91,"4,692,391",3.42,"537,828",14.71,"32,007",13.65,"882,828",0.29,"283,175",-0.82,"440,034",-1.01,"375,900",-1.35,"527,913",14.39,"4,001,309",4.14,"10,158,844",5.56,"7,459,590",3.49,"1,949,288",7.28,"121,237",7.21,"4,504,198",4.67,"1,455,114",4.82,"2,409,152",5.00,"1,973,647",5.24,"1,296,206",7.23,"3,909,592",2.04,-,-,-,-
2009M08,"2,320,395",-0.81,"4,578,226",2.93,"519,202",5.28,"30,192",2.60,"848,904",-6.84,"272,505",-7.88,"426,222",-7.42,"364,221",-7.69,"526,067",10.86,"3,911,308",4.91,"10,032,048",3.22,"7,422,033",2.42,"1,922,903",4.72,"119,379",4.44,"4,432,664",1.97,"1,432,800",2.19,"2,381,372",2.76,"1,951,403",3.00,"1,295,109",6.28,"3,918,451",2.15,-,-,-,-
2009M09,"2,346,997",-2.32,"4,559,573",2.55,"525,042",2.42,"30,545",0.33,"860,668",-7.60,"275,824",-8.72,"428,073",-9.41,"365,605",-9.78,"533,214",9.71,"3,887,599",4.84,"10,083,844",2.59,"7,402,613",1.20,"1,932,442",3.98,"119,940",3.63,"4,454,460",1.28,"1,439,555",1.38,"2,394,672",2.19,"1,962,370",2.36,"1,302,270",5.90,"3,880,748",0.49,-,-,-,-
2009M10,"2,353,159",-7.45,"4,593,561",-2.17,"523,327",-5.67,"30,398",-7.38,"857,028",-12.00,"274,799",-13.02,"426,036",-14.25,"363,660",-14.76,"546,768",5.76,"3,924,704",0.11,"9,993,268",-0.38,"7,336,572",-1.38,"1,914,055",1.08,"118,666",0.72,"4,404,973",-1.83,"1,421,787",-2.03,"2,374,471",-0.83,"1,945,166",-0.84,"1,299,769",3.44,"3,850,953",-1.48,-,-,-,-
2009M11,"2,344,988",-11.29,"4,663,625",-4.17,"515,049",-10.29,"30,010",-17.46,"850,657",-14.35,"272,565",-16.44,"422,962",-16.76,"360,935",-17.11,"556,320",-2.05,"4,000,115",-1.68,"9,921,877",-2.09,"7,281,510",-2.90,"1,898,909",-0.85,"117,624",-1.42,"4,365,347",-3.68,"1,407,694",-4.01,"2,358,424",-2.45,"1,932,179",-2.47,"1,299,197",2.37,"3,824,013",-2.74,-,-,-,-
2009M12,"2,334,495",-11.86,"4,789,579",-1.63,"508,493",-13.24,"29,950",-11.89,"844,059",-17.14,"271,252",-17.96,"419,290",-18.53,"357,789",-18.86,"562,653",6.30,"4,130,588",1.65,"9,827,300",-4.73,"7,237,852",-5.00,"1,876,222",-3.99,"115,988",-4.68,"4,316,226",-6.32,"1,390,507",-6.87,"2,338,528",-4.95,"1,917,236",-4.97,"1,296,324",0.23,"3,814,121",-4.32,-,-,-,-
2010M01,"2,329,054",-10.90,"4,696,405",-2.57,"500,812",-13.46,"29,180",-14.42,"835,191",-17.01,"267,667",-17.93,"416,289",-17.88,"355,196",-18.15,"576,762",10.47,"4,044,362",0.45,"9,785,879",-5.51,"7,214,247",-5.47,"1,865,949",-5.28,"115,239",-6.15,"4,291,218",-7.19,"1,377,762",-8.03,"2,329,359",-5.51,"1,910,980",-5.56,"1,299,353",0.13,"3,810,266",-4.44,-,-,-,-
2010M02,"2,360,978",-8.73,"4,786,225",-0.26,"510,519",-13.07,"29,634",-13.32,"841,423",-14.78,"269,319",-15.50,"417,915",-15.49,"356,513",-15.66,"591,121",14.19,"4,130,759",2.68,"9,784,376",-5.97,"7,212,246",-5.46,"1,873,276",-6.41,"115,440",-7.03,"4,283,889",-7.57,"1,374,706",-8.27,"2,325,898",-5.74,"1,913,576",-5.50,"1,301,313",-0.04,"3,808,524",-4.34,-,-,-,-
2010M03,"2,373,653",-5.98,"4,888,990",2.65,"514,137",-10.11,"29,705",-11.38,"840,889",-12.40,"268,788",-12.99,"416,076",-13.37,"354,775",-13.52,"602,551",17.59,"4,235,722",5.63,"9,780,665",-5.65,"7,223,920",-5.00,"1,877,148",-5.54,"115,506",-6.62,"4,275,241",-7.40,"1,369,784",-8.21,"2,323,074",-5.57,"1,915,189",-5.10,"1,305,202",0.25,"3,823,441",-3.69,-,-,-,-
2010M04,"2,369,922",-4.41,"4,915,459",3.52,"509,904",-10.23,"29,464",-11.04,"835,227",-10.63,"266,776",-11.11,"412,506",-11.48,"351,640",-11.62,"612,285",19.89,"4,267,579",6.23,"9,764,925",-5.36,"7,225,042",-4.54,"1,874,065",-5.22,"115,311",-6.30,"4,263,791",-7.13,"1,362,762",-8.12,"2,319,068",-5.30,"1,915,271",-4.61,"1,308,001",0.60,"3,831,698",-3.12,-,-,-,-
2010M05,"2,344,770",-3.31,"4,983,012",6.35,"491,673",-11.54,"28,471",-12.16,"820,724",-9.74,"262,268",-10.15,"406,972",-10.02,"346,974",-10.25,"625,401",23.18,"4,345,299",9.32,"9,742,139",-5.10,"7,224,297",-4.10,"1,867,853",-5.08,"114,908",-6.20,"4,249,468",-6.90,"1,355,625",-8.11,"2,314,316",-4.99,"1,913,412",-4.20,"1,310,502",1.01,"3,840,352",-2.47,-,-,-,-
2010M06,"2,343,686",-1.86,"5,029,710",7.35,"484,038",-10.67,"28,039",-11.16,"812,737",-8.55,"260,112",-8.78,"403,919",-8.82,"344,758",-8.91,"642,992",24.96,"4,396,801",10.19,"9,724,057",-4.72,"7,240,286",-3.33,"1,863,024",-4.81,"114,582",-5.92,"4,236,099",-6.54,"1,348,963",-7.92,"2,310,883",-4.53,"1,912,909",-3.58,"1,314,051",1.41,"3,863,832",-1.41,-,-,-,-
2010M07,"2,358,034",-1.28,"5,019,410",6.97,"487,303",-9.39,"28,208",-11.87,"815,705",-7.60,"261,038",-7.82,"404,680",-8.03,"345,475",-8.09,"650,346",23.19,"4,384,689",9.58,"9,736,240",-4.16,"7,265,958",-2.60,"1,863,439",-4.40,"114,631",-5.45,"4,237,314",-5.93,"1,350,826",-7.17,"2,315,049",-3.91,"1,920,401",-2.70,"1,320,438",1.87,"3,880,100",-0.75,-,-,-,-
2010M08,"2,368,635",2.08,"4,941,702",7.94,"489,443",-5.73,"28,338",-6.14,"817,672",-3.68,"261,623",-3.99,"405,695",-4.82,"346,286",-4.92,"655,825",24.67,"4,305,455",10.08,"9,737,079",-2.94,"7,271,848",-2.02,"1,864,200",-3.05,"114,623",-3.98,"4,232,699",-4.51,"1,348,024",-5.92,"2,316,081",-2.74,"1,923,990",-1.40,"1,324,099",2.24,"3,885,211",-0.85,-,-,-,-
2010M09,"2,378,519",1.34,"4,838,976",6.13,"496,116",-5.51,"28,698",-6.05,"822,106",-4.48,"262,713",-4.75,"406,453",-5.05,"346,897",-5.12,"653,844",22.62,"4,200,668",8.05,"9,729,534",-3.51,"7,283,009",-1.62,"1,864,721",-3.50,"114,561",-4.48,"4,222,650",-5.20,"1,344,651",-6.59,"2,314,151",-3.36,"1,925,143",-1.90,"1,328,012",1.98,"3,898,654",0.46,-,-,-,-
2010M10,"2,391,164",1.62,"4,964,907",8.08,"497,994",-4.84,"28,785",-5.31,"820,176",-4.30,"262,071",-4.63,"405,609",-4.79,"346,397",-4.75,"667,385",22.06,"4,327,654",10.27,"9,719,676",-2.74,"7,276,035",-0.83,"1,861,931",-2.72,"114,376",-3.62,"4,212,118",-4.38,"1,341,984",-5.61,"2,314,144",-2.54,"1,927,772",-0.89,"1,331,483",2.44,"3,891,903",1.06,-,-,-,-
2010M11,"2,381,225",1.55,"4,982,746",6.84,"493,687",-4.15,"28,574",-4.79,"818,352",-3.80,"261,738",-3.97,"404,699",-4.32,"345,753",-4.21,"664,487",19.44,"4,346,681",8.66,"9,716,139",-2.07,"7,281,381",0.00,"1,859,885",-2.06,"114,146",-2.96,"4,205,478",-3.66,"1,339,619",-4.84,"2,314,806",-1.85,"1,931,716",-0.02,"1,335,970",2.83,"3,895,900",1.88,-,-,-,-
